script_id,script_month,hcp_id,rep_id,product_id,region_id,script_count
S0010805,2024-10-01,HCP0289,REP038,P01,R03,0
S0014763,2024-02-01,HCP0395,REP007,P04,R04,3
S0021210,2024-02-01,HCP0573,REP035,P01,R03,7
S0009565,2024-02-01,HCP0255,REP009,P02,R04,6
S0007890,2024-02-01,HCP0210,REP025,P05,R02,5
S0014603,2024-03-01,HCP0391,REP025,P04,R02,1
S0009173,2024-02-01,HCP0243,REP028,P03,R04,7
S0016275,2024-03-01,HCP0437,REP011,P05,R05,4
S0016786,2024-02-01,HCP0451,REP035,P03,R03,4
S0004202,2024-04-01,HCP0111,REP030,P03,R03,3
S0015939,2024-12-01,HCP0426,REP005,P05,R02,2
S0003450,2024-08-01,HCP0091,REP001,P02,R03,0
S0017788,2024-07-01,HCP0478,REP020,P04,R04,1
S0011643,2024-11-01,HCP0310,REP036,P01,R05,5
S0019490,2024-12-01,HCP0525,REP030,P01,R03,3
S0017307,2024-12-01,HCP0464,REP014,P05,R01,2
S0015045,2024-01-01,HCP0405,REP032,P02,R02,9
S0021262,2024-07-01,HCP0574,REP023,P01,R04,14
S0004991,2024-05-01,HCP0132,REP007,P01,R04,2
S0010723,2024-09-01,HCP0286,REP027,P04,R02,3
S0011498,2024-05-01,HCP0307,REP021,P01,R03,9
S0000414,2024-09-01,HCP0012,REP018,P02,R05,3
S0014166,2024-07-01,HCP0377,REP003,P05,R01,2
S0001176,2024-04-01,HCP0031,REP018,P04,R05,20
S0006700,2024-04-01,HCP0176,REP035,P05,R03,1
S0013765,2024-12-01,HCP0365,REP038,P04,R03,4
S0018587,2024-05-01,HCP0500,REP033,P03,R01,1
S0013600,2024-11-01,HCP0361,REP003,P03,R01,9
S0017593,2024-03-01,HCP0473,REP014,P02,R01,7
S0017293,2024-08-01,HCP0464,REP014,P04,R01,6
S0013080,2024-03-01,HCP0347,REP018,P03,R05,1
S0019541,2024-05-01,HCP0526,REP034,P04,R01,3
S0007604,2024-02-01,HCP0203,REP021,P01,R03,1
S0022087,2024-05-01,HCP0597,REP009,P01,R04,9
S0009585,2024-10-01,HCP0255,REP009,P04,R04,10
S0008087,2024-12-01,HCP0215,REP020,P04,R04,22
S0001515,2024-01-01,HCP0041,REP037,P03,R01,4
S0019434,2024-03-01,HCP0524,REP011,P01,R05,2
S0014497,2024-07-01,HCP0388,REP030,P02,R03,11
S0007111,2024-06-01,HCP0188,REP034,P03,R01,7
S0005305,2024-07-01,HCP0141,REP002,P01,R03,2
S0010390,2024-03-01,HCP0278,REP001,P05,R03,1
S0005322,2024-12-01,HCP0141,REP002,P02,R03,4
S0008384,2024-12-01,HCP0224,REP017,P02,R02,1
S0007122,2024-06-01,HCP0188,REP034,P04,R01,1
S0012139,2024-07-01,HCP0322,REP039,P02,R04,6
S0001572,2024-02-01,HCP0042,REP037,P05,R01,0
S0019318,2024-07-01,HCP0520,REP020,P05,R04,1
S0016193,2024-01-01,HCP0435,REP005,P03,R02,5
S0013454,2024-12-01,HCP0357,REP019,P04,R03,1
S0006106,2024-06-01,HCP0161,REP032,P03,R02,4
S0011814,2024-11-01,HCP0314,REP029,P02,R04,9
S0011314,2024-12-01,HCP0302,REP005,P01,R02,9
S0009279,2024-05-01,HCP0247,REP036,P01,R05,4
S0016699,2024-09-01,HCP0449,REP020,P03,R04,3
S0008545,2024-10-01,HCP0227,REP011,P05,R05,1
S0005949,2024-11-01,HCP0157,REP014,P05,R01,0
S0001414,2024-11-01,HCP0038,REP036,P02,R05,4
S0001131,2024-05-01,HCP0030,REP022,P03,R02,6
S0006391,2024-07-01,HCP0168,REP009,P02,R04,18
S0016717,2024-04-01,HCP0450,REP011,P01,R05,3
S0020123,2024-04-01,HCP0543,REP033,P05,R01,8
S0006336,2024-06-01,HCP0167,REP011,P02,R05,8
S0018143,2024-09-01,HCP0489,REP001,P03,R03,9
S0001622,2024-06-01,HCP0043,REP012,P04,R01,11
S0020241,2024-10-01,HCP0546,REP022,P04,R02,5
S0019811,2024-02-01,HCP0535,REP035,P01,R03,2
S0017185,2024-03-01,HCP0462,REP007,P01,R04,6
S0008802,2024-07-01,HCP0234,REP021,P05,R03,0
S0022088,2024-06-01,HCP0597,REP009,P01,R04,2
S0015165,2024-01-01,HCP0408,REP012,P02,R01,7
S0007734,2024-05-01,HCP0207,REP036,P01,R05,3
S0006163,2024-07-01,HCP0162,REP038,P04,R03,1
S0019235,2024-03-01,HCP0518,REP036,P04,R05,3
S0020426,2024-10-01,HCP0551,REP039,P01,R04,9
S0003299,2024-11-01,HCP0088,REP026,P02,R04,2
S0006511,2024-09-01,HCP0171,REP036,P04,R05,5
S0007306,2024-11-01,HCP0194,REP037,P03,R01,12
S0021476,2024-10-01,HCP0581,REP022,P01,R02,9
S0019890,2024-11-01,HCP0537,REP014,P02,R01,3
S0007572,2024-04-01,HCP0201,REP018,P05,R05,1
S0021831,2024-10-01,HCP0590,REP008,P03,R04,2
S0012609,2024-02-01,HCP0335,REP021,P01,R03,14
S0021125,2024-06-01,HCP0570,REP036,P04,R05,3
S0016927,2024-08-01,HCP0454,REP019,P05,R03,3
S0019588,2024-07-01,HCP0527,REP002,P03,R03,5
S0011399,2024-08-01,HCP0304,REP021,P02,R03,4
S0012137,2024-05-01,HCP0322,REP039,P02,R04,16
S0020739,2024-02-01,HCP0561,REP021,P03,R03,5
S0012746,2024-12-01,HCP0338,REP012,P03,R01,3
S0018088,2024-01-01,HCP0488,REP027,P02,R02,11
S0010420,2024-10-01,HCP0279,REP033,P02,R01,3
S0018193,2024-08-01,HCP0490,REP034,P03,R01,1
S0020857,2024-12-01,HCP0563,REP038,P03,R03,1
S0000423,2024-06-01,HCP0012,REP018,P03,R05,5
S0010300,2024-02-01,HCP0276,REP003,P02,R01,1
S0010135,2024-11-01,HCP0270,REP022,P02,R02,5
S0019487,2024-09-01,HCP0525,REP030,P01,R03,4
S0007443,2024-08-01,HCP0197,REP020,P05,R04,2
S0009238,2024-11-01,HCP0246,REP036,P02,R05,0
S0020070,2024-06-01,HCP0542,REP020,P02,R04,1
S0006587,2024-05-01,HCP0173,REP036,P05,R05,7
S0000484,2024-10-01,HCP0014,REP018,P02,R05,3
S0003847,2024-04-01,HCP0101,REP021,P04,R03,2
S0020732,2024-07-01,HCP0560,REP011,P02,R05,6
S0001316,2024-05-01,HCP0035,REP005,P05,R02,1
S0015693,2024-09-01,HCP0421,REP025,P05,R02,13
S0018005,2024-08-01,HCP0484,REP018,P02,R05,6
S0004942,2024-09-01,HCP0130,REP019,P04,R03,1
S0021396,2024-12-01,HCP0578,REP030,P05,R03,1
S0019492,2024-02-01,HCP0525,REP030,P02,R03,2
S0005688,2024-04-01,HCP0151,REP017,P03,R02,6
S0010808,2024-02-01,HCP0289,REP038,P02,R03,5
S0017079,2024-02-01,HCP0459,REP001,P01,R03,9
S0001577,2024-08-01,HCP0042,REP037,P05,R01,1
S0013135,2024-03-01,HCP0349,REP036,P01,R05,5
S0011813,2024-10-01,HCP0314,REP029,P02,R04,5
S0010819,2024-01-01,HCP0289,REP038,P03,R03,0
S0011176,2024-04-01,HCP0299,REP011,P02,R05,2
S0007150,2024-07-01,HCP0189,REP003,P03,R01,4
S0017979,2024-03-01,HCP0483,REP008,P05,R04,1
S0005503,2024-06-01,HCP0146,REP020,P03,R04,1
S0022021,2024-10-01,HCP0595,REP035,P04,R03,1
S0015844,2024-01-01,HCP0425,REP003,P02,R01,9
S0006530,2024-04-01,HCP0172,REP003,P02,R01,10
S0011100,2024-07-01,HCP0296,REP011,P04,R05,5
S0001990,2024-09-01,HCP0053,REP033,P04,R01,8
S0008453,2024-11-01,HCP0225,REP020,P04,R04,3
S0009537,2024-09-01,HCP0254,REP026,P04,R04,7
S0018704,2024-11-01,HCP0503,REP012,P03,R01,1
S0008542,2024-07-01,HCP0227,REP011,P05,R05,1
S0014861,2024-09-01,HCP0399,REP020,P03,R04,4
S0017221,2024-03-01,HCP0463,REP035,P02,R03,9
S0015760,2024-09-01,HCP0423,REP007,P02,R04,1
S0000122,2024-12-01,HCP0004,REP036,P01,R05,4
S0002610,2024-06-01,HCP0068,REP027,P02,R02,9
S0014249,2024-07-01,HCP0381,REP023,P01,R04,1
S0021363,2024-02-01,HCP0578,REP030,P02,R03,1
S0002803,2024-11-01,HCP0073,REP011,P05,R05,4
S0007086,2024-02-01,HCP0187,REP038,P05,R03,1
S0000954,2024-12-01,HCP0025,REP003,P01,R01,4
S0006004,2024-08-01,HCP0158,REP029,P05,R04,3
S0020007,2024-08-01,HCP0540,REP012,P02,R01,1
S0001331,2024-08-01,HCP0036,REP004,P03,R02,11
S0013229,2024-05-01,HCP0351,REP033,P02,R01,3
S0017799,2024-06-01,HCP0478,REP020,P05,R04,5
S0018322,2024-11-01,HCP0493,REP036,P05,R05,7
S0004745,2024-01-01,HCP0125,REP012,P03,R01,1
S0017618,2024-06-01,HCP0473,REP014,P04,R01,13
S0001271,2024-06-01,HCP0034,REP026,P03,R04,2
S0008059,2024-03-01,HCP0214,REP036,P05,R05,3
S0004853,2024-05-01,HCP0128,REP036,P03,R05,3
S0001692,2024-10-01,HCP0044,REP011,P05,R05,0
S0019337,2024-03-01,HCP0521,REP024,P04,R05,7
S0018168,2024-11-01,HCP0489,REP001,P05,R03,0
S0013530,2024-01-01,HCP0360,REP037,P02,R01,4
S0012302,2024-11-01,HCP0326,REP033,P02,R01,5
S0012658,2024-03-01,HCP0336,REP018,P03,R05,2
S0016165,2024-08-01,HCP0434,REP037,P03,R01,1
S0002975,2024-09-01,HCP0078,REP020,P02,R04,11
S0009521,2024-03-01,HCP0254,REP026,P03,R04,0
S0006596,2024-04-01,HCP0174,REP037,P01,R01,4
S0021048,2024-11-01,HCP0568,REP034,P05,R01,2
S0005709,2024-02-01,HCP0151,REP017,P05,R02,4
S0015567,2024-07-01,HCP0417,REP003,P03,R01,3
S0004742,2024-10-01,HCP0125,REP012,P02,R01,5
S0010267,2024-12-01,HCP0275,REP037,P03,R01,4
S0001209,2024-01-01,HCP0032,REP003,P03,R01,3
S0015880,2024-01-01,HCP0425,REP003,P05,R01,2
S0007052,2024-04-01,HCP0187,REP038,P01,R03,2
S0020699,2024-07-01,HCP0559,REP004,P03,R02,2
S0010370,2024-03-01,HCP0277,REP019,P05,R03,5
S0021732,2024-02-01,HCP0588,REP020,P02,R04,6
S0014730,2024-05-01,HCP0394,REP004,P05,R02,2
S0008427,2024-09-01,HCP0225,REP020,P02,R04,3
S0001091,2024-01-01,HCP0029,REP002,P03,R03,7
S0003121,2024-05-01,HCP0082,REP034,P04,R01,1
S0013353,2024-02-01,HCP0354,REP001,P04,R03,2
S0012974,2024-03-01,HCP0344,REP035,P03,R03,0
S0021225,2024-05-01,HCP0573,REP035,P02,R03,7
S0001534,2024-09-01,HCP0041,REP037,P05,R01,3
S0006872,2024-02-01,HCP0181,REP013,P05,R02,10
S0001412,2024-09-01,HCP0038,REP036,P02,R05,2
S0009232,2024-05-01,HCP0246,REP036,P02,R05,4
S0021688,2024-03-01,HCP0587,REP035,P03,R03,1
S0005747,2024-05-01,HCP0152,REP021,P05,R03,11
S0002615,2024-11-01,HCP0068,REP027,P02,R02,4
S0002637,2024-11-01,HCP0069,REP027,P02,R02,5
S0007034,2024-05-01,HCP0186,REP018,P04,R05,4
S0011986,2024-06-01,HCP0318,REP039,P05,R04,8
S0002665,2024-04-01,HCP0070,REP003,P03,R01,2
S0012672,2024-07-01,HCP0336,REP018,P05,R05,3
S0005439,2024-10-01,HCP0144,REP002,P03,R03,0
S0015981,2024-10-01,HCP0428,REP011,P01,R05,5
S0005554,2024-12-01,HCP0147,REP011,P03,R05,2
S0013934,2024-01-01,HCP0371,REP024,P01,R05,6
S0008343,2024-06-01,HCP0223,REP017,P03,R02,7
S0021329,2024-02-01,HCP0576,REP020,P04,R04,7
S0008727,2024-12-01,HCP0232,REP022,P03,R02,6
S0013286,2024-04-01,HCP0352,REP027,P05,R02,2
S0021362,2024-12-01,HCP0578,REP030,P01,R03,6
S0013083,2024-06-01,HCP0347,REP018,P03,R05,1
S0006137,2024-02-01,HCP0162,REP038,P02,R03,3
S0004897,2024-07-01,HCP0129,REP035,P05,R03,5
S0007581,2024-03-01,HCP0202,REP003,P04,R01,2
S0013041,2024-12-01,HCP0346,REP026,P02,R04,5
S0018977,2024-06-01,HCP0510,REP006,P03,R02,7
S0016075,2024-09-01,HCP0431,REP036,P02,R05,1
S0006726,2024-06-01,HCP0177,REP013,P03,R02,7
S0004207,2024-09-01,HCP0111,REP030,P03,R03,2
S0022158,2024-06-01,HCP0598,REP035,P04,R03,6
S0006751,2024-07-01,HCP0178,REP003,P03,R01,4
S0001768,2024-06-01,HCP0047,REP029,P04,R04,2
S0011143,2024-03-01,HCP0298,REP018,P03,R05,5
S0016065,2024-08-01,HCP0431,REP036,P01,R05,9
S0012422,2024-10-01,HCP0329,REP020,P04,R04,3
S0018103,2024-05-01,HCP0488,REP027,P05,R02,3
S0013186,2024-09-01,HCP0350,REP018,P01,R05,4
S0012977,2024-06-01,HCP0344,REP035,P03,R03,4
S0010625,2024-04-01,HCP0284,REP015,P04,R02,9
S0018491,2024-01-01,HCP0498,REP020,P02,R04,10
S0005251,2024-12-01,HCP0139,REP017,P05,R02,7
S0015604,2024-10-01,HCP0419,REP018,P02,R05,1
S0006235,2024-06-01,HCP0165,REP006,P02,R02,1
S0020794,2024-10-01,HCP0562,REP007,P02,R04,5
S0019646,2024-09-01,HCP0529,REP012,P04,R01,4
S0013848,2024-07-01,HCP0369,REP020,P03,R04,1
S0021489,2024-11-01,HCP0581,REP022,P02,R02,9
S0012293,2024-02-01,HCP0326,REP033,P02,R01,1
S0013012,2024-05-01,HCP0345,REP030,P04,R03,2
S0001003,2024-02-01,HCP0026,REP026,P02,R04,1
S0005158,2024-08-01,HCP0137,REP013,P05,R02,8
S0010756,2024-07-01,HCP0287,REP039,P04,R04,7
S0021306,2024-03-01,HCP0575,REP027,P01,R02,12
S0007577,2024-10-01,HCP0201,REP018,P05,R05,1
S0011787,2024-07-01,HCP0313,REP020,P02,R04,4
S0009876,2024-07-01,HCP0263,REP017,P03,R02,0
S0021382,2024-09-01,HCP0578,REP030,P04,R03,2
S0011819,2024-04-01,HCP0314,REP029,P03,R04,5
S0019054,2024-12-01,HCP0512,REP011,P01,R05,1
S0007169,2024-06-01,HCP0190,REP025,P02,R02,0
S0013485,2024-03-01,HCP0358,REP039,P05,R04,1
S0009689,2024-04-01,HCP0258,REP009,P04,R04,1
S0017251,2024-10-01,HCP0463,REP035,P04,R03,6
S0013343,2024-04-01,HCP0354,REP001,P02,R03,1
S0020481,2024-06-01,HCP0552,REP007,P04,R04,7
S0002147,2024-11-01,HCP0058,REP026,P02,R04,1
S0011977,2024-09-01,HCP0318,REP039,P04,R04,5
S0002663,2024-02-01,HCP0070,REP003,P03,R01,1
S0010954,2024-03-01,HCP0293,REP005,P01,R02,10
S0011347,2024-12-01,HCP0303,REP035,P01,R03,1
S0008740,2024-03-01,HCP0233,REP018,P05,R05,0
S0004340,2024-12-01,HCP0115,REP036,P01,R05,4
S0003195,2024-12-01,HCP0084,REP036,P05,R05,4
S0015019,2024-11-01,HCP0404,REP005,P04,R02,4
S0002954,2024-11-01,HCP0077,REP018,P04,R05,8
S0009562,2024-11-01,HCP0255,REP009,P01,R04,10
S0018825,2024-08-01,HCP0506,REP039,P03,R04,2
S0005450,2024-10-01,HCP0144,REP002,P04,R03,1
S0002738,2024-09-01,HCP0072,REP026,P02,R04,5
S0013553,2024-12-01,HCP0360,REP037,P03,R01,4
S0004246,2024-05-01,HCP0112,REP021,P05,R03,5
S0002311,2024-01-01,HCP0061,REP021,P03,R03,1
S0005924,2024-05-01,HCP0157,REP014,P03,R01,3
S0006249,2024-08-01,HCP0165,REP006,P04,R02,3
S0018662,2024-12-01,HCP0501,REP003,P05,R01,2
S0021418,2024-11-01,HCP0579,REP002,P02,R03,10
S0003796,2024-08-01,HCP0100,REP030,P02,R03,2
S0011961,2024-05-01,HCP0318,REP039,P02,R04,7
S0001281,2024-06-01,HCP0034,REP026,P04,R04,3
S0008020,2024-04-01,HCP0213,REP023,P05,R04,2
S0004437,2024-07-01,HCP0117,REP026,P04,R04,11
S0005107,2024-04-01,HCP0136,REP033,P03,R01,3
S0019325,2024-03-01,HCP0521,REP024,P01,R05,4
S0021029,2024-12-01,HCP0567,REP026,P05,R04,1
S0016696,2024-06-01,HCP0449,REP020,P03,R04,2
S0010581,2024-07-01,HCP0283,REP015,P03,R02,8
S0012011,2024-08-01,HCP0319,REP037,P02,R01,4
S0008350,2024-02-01,HCP0223,REP017,P04,R02,1
S0014525,2024-02-01,HCP0389,REP024,P02,R05,4
S0017326,2024-07-01,HCP0465,REP022,P03,R02,4
S0013638,2024-03-01,HCP0362,REP038,P04,R03,9
S0004626,2024-10-01,HCP0122,REP018,P03,R05,10
S0008926,2024-01-01,HCP0237,REP003,P04,R01,2
S0000223,2024-09-01,HCP0006,REP033,P05,R01,1
S0003546,2024-04-01,HCP0093,REP002,P04,R03,2
S0011058,2024-07-01,HCP0295,REP029,P04,R04,3
S0002443,2024-03-01,HCP0063,REP035,P05,R03,1
S0019926,2024-01-01,HCP0538,REP011,P03,R05,1
S0007801,2024-03-01,HCP0208,REP013,P04,R02,9
S0001973,2024-03-01,HCP0053,REP033,P03,R01,1
S0001571,2024-01-01,HCP0042,REP037,P05,R01,1
S0017519,2024-12-01,HCP0470,REP005,P03,R02,4
S0002282,2024-05-01,HCP0060,REP011,P04,R05,4
S0002822,2024-09-01,HCP0074,REP037,P03,R01,2
S0002022,2024-11-01,HCP0054,REP014,P03,R01,0
S0006933,2024-10-01,HCP0184,REP014,P03,R01,1
S0010337,2024-06-01,HCP0277,REP019,P01,R03,10
S0012245,2024-10-01,HCP0325,REP024,P01,R05,2
S0009011,2024-10-01,HCP0239,REP037,P02,R01,4
S0020796,2024-12-01,HCP0562,REP007,P02,R04,2
S0002557,2024-11-01,HCP0066,REP034,P04,R01,1
S0006144,2024-09-01,HCP0162,REP038,P02,R03,0
S0012785,2024-06-01,HCP0339,REP018,P02,R05,3
S0018357,2024-12-01,HCP0494,REP034,P04,R01,3
S0020414,2024-08-01,HCP0550,REP016,P05,R05,4
S0003345,2024-03-01,HCP0089,REP011,P02,R05,10
S0000903,2024-06-01,HCP0023,REP001,P05,R03,7
S0009503,2024-08-01,HCP0253,REP001,P05,R03,9
S0000182,2024-01-01,HCP0005,REP037,P03,R01,2
S0016198,2024-07-01,HCP0435,REP005,P03,R02,3
S0019736,2024-09-01,HCP0532,REP030,P05,R03,2
S0021545,2024-09-01,HCP0583,REP021,P01,R03,6
S0012995,2024-12-01,HCP0345,REP030,P02,R03,2
S0001854,2024-10-01,HCP0050,REP030,P02,R03,5
S0006127,2024-03-01,HCP0162,REP038,P01,R03,4
S0008819,2024-01-01,HCP0235,REP018,P03,R05,1
S0021571,2024-11-01,HCP0583,REP021,P04,R03,1
S0016170,2024-01-01,HCP0434,REP037,P04,R01,6
S0019572,2024-02-01,HCP0527,REP002,P02,R03,2
S0015958,2024-09-01,HCP0427,REP031,P04,R04,7
S0001459,2024-11-01,HCP0039,REP011,P02,R05,7
S0016971,2024-06-01,HCP0455,REP013,P04,R02,2
S0000627,2024-03-01,HCP0017,REP011,P01,R05,5
S0008269,2024-02-01,HCP0221,REP036,P04,R05,5
S0003967,2024-07-01,HCP0104,REP037,P04,R05,8
S0016580,2024-06-01,HCP0445,REP001,P05,R03,5
S0001927,2024-12-01,HCP0052,REP036,P01,R05,2
S0004984,2024-10-01,HCP0131,REP026,P05,R04,3
S0013802,2024-04-01,HCP0367,REP008,P04,R04,4
S0019579,2024-09-01,HCP0527,REP002,P02,R03,3
S0017013,2024-05-01,HCP0456,REP001,P04,R03,5
S0018460,2024-06-01,HCP0497,REP013,P04,R02,6
S0020329,2024-04-01,HCP0548,REP008,P03,R04,2
S0014991,2024-07-01,HCP0403,REP035,P05,R03,2
S0003657,2024-07-01,HCP0095,REP033,P05,R01,4
S0008936,2024-12-01,HCP0237,REP003,P04,R01,1
S0016482,2024-12-01,HCP0443,REP037,P02,R01,6
S0011898,2024-09-01,HCP0316,REP013,P04,R02,7
S0016140,2024-07-01,HCP0434,REP037,P01,R01,2
S0014801,2024-06-01,HCP0397,REP036,P02,R05,4
S0020400,2024-05-01,HCP0550,REP016,P03,R05,2
S0005092,2024-01-01,HCP0135,REP020,P03,R04,6
S0007783,2024-09-01,HCP0208,REP013,P01,R02,11
S0014938,2024-11-01,HCP0401,REP007,P05,R04,2
S0013095,2024-08-01,HCP0347,REP018,P05,R05,1
S0014854,2024-01-01,HCP0399,REP020,P03,R04,2
S0004931,2024-09-01,HCP0130,REP019,P03,R03,1
S0008963,2024-06-01,HCP0238,REP036,P03,R05,2
S0009685,2024-12-01,HCP0258,REP009,P02,R04,1
S0014832,2024-03-01,HCP0398,REP023,P02,R04,6
S0010516,2024-12-01,HCP0281,REP026,P04,R04,8
S0000249,2024-02-01,HCP0007,REP019,P04,R03,5
S0007579,2024-01-01,HCP0202,REP003,P04,R01,9
S0014581,2024-05-01,HCP0390,REP031,P04,R04,7
S0018654,2024-04-01,HCP0501,REP003,P05,R01,4
S0011161,2024-01-01,HCP0299,REP011,P01,R05,1
S0004000,2024-08-01,HCP0106,REP027,P01,R02,3
S0020067,2024-03-01,HCP0542,REP020,P02,R04,1
S0013574,2024-09-01,HCP0360,REP037,P05,R01,6
S0020906,2024-07-01,HCP0565,REP004,P02,R02,12
S0005035,2024-03-01,HCP0133,REP011,P04,R05,6
S0010242,2024-11-01,HCP0274,REP017,P04,R02,4
S0002087,2024-07-01,HCP0056,REP017,P03,R02,4
S0004981,2024-05-01,HCP0131,REP026,P05,R04,3
S0019614,2024-10-01,HCP0528,REP027,P03,R02,5
S0008930,2024-05-01,HCP0237,REP003,P04,R01,0
S0010706,2024-04-01,HCP0286,REP027,P01,R02,7
S0010822,2024-04-01,HCP0289,REP038,P03,R03,5
S0021117,2024-10-01,HCP0570,REP036,P02,R05,8
S0002590,2024-09-01,HCP0067,REP033,P03,R01,5
S0011277,2024-11-01,HCP0301,REP009,P02,R04,8
S0011466,2024-06-01,HCP0306,REP011,P02,R05,5
S0008782,2024-11-01,HCP0234,REP021,P03,R03,8
S0005147,2024-09-01,HCP0137,REP013,P03,R02,2
S0004528,2024-04-01,HCP0119,REP007,P04,R04,10
S0018448,2024-06-01,HCP0497,REP013,P03,R02,5
S0005036,2024-04-01,HCP0133,REP011,P04,R05,1
S0018342,2024-08-01,HCP0494,REP034,P02,R01,6
S0021072,2024-12-01,HCP0569,REP005,P02,R02,8
S0010645,2024-12-01,HCP0284,REP015,P05,R02,8
S0004255,2024-04-01,HCP0113,REP003,P01,R01,3
S0015467,2024-11-01,HCP0414,REP013,P04,R02,8
S0020596,2024-07-01,HCP0556,REP007,P05,R04,5
S0018595,2024-02-01,HCP0500,REP033,P04,R01,6
S0016446,2024-12-01,HCP0442,REP021,P01,R03,13
S0018333,2024-11-01,HCP0494,REP034,P01,R01,1
S0014402,2024-04-01,HCP0385,REP030,P05,R03,1
S0009469,2024-04-01,HCP0252,REP011,P05,R05,1
S0008346,2024-09-01,HCP0223,REP017,P03,R02,5
S0004230,2024-08-01,HCP0112,REP021,P02,R03,2
S0016322,2024-02-01,HCP0439,REP034,P01,R01,4
S0021902,2024-04-01,HCP0592,REP036,P05,R05,1
S0016925,2024-06-01,HCP0454,REP019,P05,R03,2
S0000885,2024-09-01,HCP0023,REP001,P02,R03,3
S0008132,2024-03-01,HCP0217,REP021,P05,R03,1
S0001040,2024-10-01,HCP0027,REP004,P01,R02,0
S0002898,2024-03-01,HCP0076,REP035,P05,R03,3
S0005567,2024-04-01,HCP0148,REP018,P01,R05,7
S0010313,2024-04-01,HCP0276,REP003,P03,R01,3
S0022167,2024-03-01,HCP0599,REP024,P01,R05,6
S0002446,2024-06-01,HCP0063,REP035,P05,R03,2
S0020117,2024-09-01,HCP0543,REP033,P04,R01,2
S0012073,2024-11-01,HCP0320,REP025,P04,R02,11
S0017464,2024-02-01,HCP0469,REP026,P03,R04,6
S0018969,2024-10-01,HCP0510,REP006,P02,R02,5
S0008280,2024-01-01,HCP0222,REP017,P01,R02,12
S0021136,2024-05-01,HCP0570,REP036,P05,R05,0
S0002096,2024-04-01,HCP0057,REP011,P01,R05,1
S0003858,2024-04-01,HCP0101,REP021,P05,R03,2
S0020346,2024-09-01,HCP0548,REP008,P04,R04,1
S0007098,2024-05-01,HCP0188,REP034,P01,R01,3
S0003478,2024-02-01,HCP0091,REP001,P05,R03,3
S0005291,2024-04-01,HCP0140,REP020,P04,R04,3
S0001011,2024-11-01,HCP0026,REP026,P02,R04,2
S0014846,2024-05-01,HCP0399,REP020,P02,R04,1
S0005364,2024-06-01,HCP0142,REP027,P05,R02,4
S0018213,2024-06-01,HCP0490,REP034,P05,R01,1
S0007922,2024-12-01,HCP0211,REP011,P02,R05,4
S0013130,2024-08-01,HCP0348,REP020,P04,R04,10
S0010038,2024-06-01,HCP0267,REP018,P04,R05,5
S0005315,2024-05-01,HCP0141,REP002,P02,R03,2
S0009713,2024-05-01,HCP0259,REP028,P01,R04,4
S0011515,2024-10-01,HCP0307,REP021,P02,R03,3
S0009724,2024-04-01,HCP0259,REP028,P02,R04,8
S0012280,2024-11-01,HCP0325,REP024,P05,R05,7
S0000935,2024-05-01,HCP0024,REP013,P05,R02,4
S0008951,2024-04-01,HCP0238,REP036,P02,R05,4
S0013105,2024-06-01,HCP0348,REP020,P02,R04,3
S0015015,2024-07-01,HCP0404,REP005,P04,R02,5
S0020429,2024-01-01,HCP0551,REP039,P02,R04,9
S0001344,2024-09-01,HCP0036,REP004,P04,R02,7
S0008263,2024-08-01,HCP0221,REP036,P03,R05,2
S0000360,2024-09-01,HCP0011,REP018,P01,R05,3
S0015484,2024-06-01,HCP0415,REP014,P05,R01,1
S0020493,2024-06-01,HCP0552,REP007,P05,R04,2
S0000960,2024-06-01,HCP0025,REP003,P03,R01,6
S0021454,2024-11-01,HCP0580,REP037,P01,R01,10
S0001149,2024-12-01,HCP0030,REP022,P04,R02,3
S0002955,2024-12-01,HCP0077,REP018,P04,R05,5
S0005765,2024-12-01,HCP0153,REP034,P01,R01,1
S0002052,2024-07-01,HCP0055,REP006,P03,R02,15
S0019780,2024-05-01,HCP0533,REP035,P05,R03,1
S0002055,2024-10-01,HCP0055,REP006,P03,R02,11
S0007286,2024-03-01,HCP0193,REP001,P05,R03,7
S0014942,2024-03-01,HCP0402,REP017,P02,R02,15
S0016096,2024-02-01,HCP0432,REP016,P04,R05,1
S0018187,2024-01-01,HCP0490,REP034,P03,R01,5
S0019462,2024-07-01,HCP0524,REP011,P03,R05,1
S0020000,2024-01-01,HCP0540,REP012,P02,R01,2
S0022157,2024-05-01,HCP0598,REP035,P04,R03,5
S0006007,2024-11-01,HCP0158,REP029,P05,R04,1
S0006799,2024-09-01,HCP0179,REP034,P05,R01,2
S0010991,2024-07-01,HCP0293,REP005,P04,R02,7
S0017985,2024-09-01,HCP0483,REP008,P05,R04,2
S0020507,2024-08-01,HCP0553,REP021,P01,R03,2
S0016147,2024-02-01,HCP0434,REP037,P02,R01,3
S0014859,2024-07-01,HCP0399,REP020,P03,R04,0
S0021829,2024-08-01,HCP0590,REP008,P03,R04,4
S0015868,2024-01-01,HCP0425,REP003,P04,R01,8
S0020432,2024-04-01,HCP0551,REP039,P02,R04,4
S0007501,2024-12-01,HCP0200,REP037,P01,R01,2
S0009264,2024-01-01,HCP0246,REP036,P05,R05,0
S0017947,2024-07-01,HCP0483,REP008,P01,R04,8
S0017191,2024-09-01,HCP0462,REP007,P01,R04,1
