call_id,rep_id,hcp_id,call_date,call_type,duration_min
C001112,REP005,HCP0120,04/08/2024,Virtual,19.0
C007769,REP035,HCP0311,2024-01-09,Virtual ,2.0
C006233,REP028,HCP0383,2024-08-10,Virtual ,23.6
C002523,REP012,HCP0467,2024-10-15,In-Person,21.5
C006448,REP029,HCP0271,16-Jan-2024,In-Person,19.3
C001282,REP006,HCP0532,25-Apr-2024,In-Person,5.6
C004692,REP021,HCP0217,01-Jul-2024,Virtual,25.2
C002143,REP010,HCP0458,24-Jan-2024,Virtual,18.5
C004363,REP020,HCP0112,2024-09-09,In-Person,13.5
C005548,REP025,HCP0224,04-Apr-2024,In-Person,21.3
C007532,REP034,HCP0153,16-Dec-2024,  In-Person,10.9
C007987,REP036,HCP0299,2024-07-04,In-Person ,22.1
C005075,REP023,HCP0292,2024-06-12,In-Person,13.6
C000971,REP005,HCP0030,03/25/2024,In-Person,26.2
C005264,REP024,HCP0389,2024-09-23,In-Person,31.7
C003807,REP018,HCP0039,2024-01-15,In-Person,19.5
C006018,REP027,HCP0098,01/05/2024,In-Person,7.1
C008513,REP039,HCP0534,2024-10-05,Virtual,22.5
C005532,REP025,HCP0510,25-Apr-2024,In-Person,8.8
C008453,REP038,HCP0385,2024-11-23,Virtual,21.0
C002927,REP014,HCP0005,2024-12-21,In-Person,19.7
C001283,REP006,HCP0024,22-Aug-2024,In-Person,15.2
C006049,REP027,HCP0274,05/17/2024,Phone,13.4
C005849,REP027,HCP0465,28-Oct-2024,Phone,13.6
C004166,REP020,HCP0498,2024-11-03,In-Person,17.7
C001438,REP007,HCP0387,31-Mar-2024,In-Person,10.7
C005825,REP026,HCP0449,03/21/2024,Virtual,21.9
C008573,REP039,HCP0430,2024-09-12,Virtual ,32.7
C000112,REP001,HCP0459,02/17/2024,In-Person,19.2
C004103,REP020,HCP0127,21-Nov-2024,In-Person,19.7
C002575,REP012,HCP0467,2024-10-18,Virtual,22.4
C007968,REP036,HCP0551,04-Jan-2024,Virtual,8.5
C003814,REP018,HCP0183,26-Sep-2024,Virtual,17.1
C003778,REP018,HCP0347,12/05/2024,In-Person,20.4
C006654,REP030,HCP0226,03/13/2024,Virtual,16.0
C007727,REP035,HCP0572,05/24/2024,Virtual,17.0
C007874,REP036,HCP0516,05-Dec-2024,Phone,5.7
C006782,REP031,HCP0552,07-Jun-2024,In-Person,12.4
C003382,REP016,HCP0371,2024-01-28,Phone,28.2
C002019,REP010,HCP0444,27-Jul-2024,  Virtual,32.1
C001299,REP006,HCP0559,07/10/2024,In-Person,8.6
C002209,REP011,HCP0320,2024-12-29,Virtual,17.2
C000741,REP004,HCP0182,2024-09-17,Virtual,24.3
C003621,REP017,HCP0286,2024-04-13,In-Person,21.7
C007682,REP035,HCP0080,11/20/2024,Virtual,11.8
C007811,REP035,HCP0335,15-Mar-2024,Phone,19.7
C007166,REP033,HCP0544,07/20/2024,Virtual,21.4
C003792,REP018,HCP0077,01/09/2024,Phone,17.4
C005200,REP024,HCP0171,03/28/2024,Virtual,16.4
C006919,REP032,HCP0435,2024-10-22,In-Person,29.9
C007919,REP036,HCP0115,11/02/2024,In-Person,4.9
C006836,REP031,HCP0033,09/18/2024,In-Person,11.6
C003690,REP017,HCP0575,2024-07-13,Virtual,24.5
C004289,REP020,HCP0297,2024-06-20,In-Person,27.1
C007854,REP036,HCP0169,2024-01-15,Phone,30.7
C001958,REP009,HCP0078,2024-09-11,In-Person,
C000436,REP002,HCP0130,2024-02-24,  Virtual,14.8
C008127,REP037,HCP0153,2024-04-08,Virtual,6.4
C007472,REP034,HCP0415,2024-09-08,Virtual,11.9
C000309,REP002,HCP0223,2024-10-16,In-Person,9.6
C007594,REP035,HCP0571,18-Nov-2024,In-Person,35.1
C003980,REP019,HCP0076,04/07/2024,In-Person,21.6
C000088,REP001,HCP0304,2024-09-27,In-Person,16.7
C003992,REP019,HCP0463,03/09/2024,Virtual,16.8
C000402,REP002,HCP0335,2024-03-01,In-Person,16.3
C001021,REP005,HCP0282,20-Oct-2024,In-Person,8.4
C000882,REP005,HCP0426,2024-06-30,Virtual,9.7
C002648,REP013,HCP0106,2024-01-26,In-Person,24.7
C003707,REP018,HCP0133,01/12/2024,Virtual,24.9
C006524,REP030,HCP0489,04-Dec-2024,In-Person,17.1
C002035,REP010,HCP0019,2024-07-17,In-Person,26.4
C005059,REP023,HCP0197,01/18/2024,In-Person,
C007155,REP032,HCP0316,08/30/2024,In-Person,18.0
C005748,REP026,HCP0383,05/08/2024,In-Person,5.8
C000258,REP002,HCP0162,2024-12-23,Virtual,19.2
C004386,REP020,HCP0461,10/26/2024,In-Person,10.7
C000289,REP002,HCP0029,09/01/2024,Virtual,13.9
C004515,REP021,HCP0195,28-Nov-2024,  Phone,17.5
C008781,REP040,HCP0488,30-Aug-2024,In-Person,17.3
C005339,REP025,HCP0559,07-Jan-2024,Virtual,15.1
C001742,REP009,HCP0469,26-Apr-2024,Virtual,16.3
C006771,REP031,HCP0398,2024-12-27,In-Person,26.8
C007512,REP034,HCP0462,17-Jun-2024,Virtual,
C005251,REP024,HCP0521,2024-11-09,Virtual,5.9
C001700,REP008,HCP0520,01/28/2024,In-Person,15.5
C000738,REP004,HCP0027,09/12/2024,Virtual,23.1
C006168,REP028,HCP0462,22-Sep-2024,In-Person,10.4
C002276,REP011,HCP0186,2024-08-23,In-Person,29.9
C005166,REP024,HCP0242,2024-04-20,Virtual ,29.9
C000544,REP003,HCP0409,2024-04-24,In-Person,22.2
C005366,REP025,HCP0108,2024-07-13,In-Person,17.5
C006228,REP028,HCP0567,04-Jun-2024,In-Person,11.4
C007276,REP033,HCP0006,08/06/2024,In-Person,13.1
C005666,REP026,HCP0358,2024-01-28,In-Person,15.5
C005742,REP026,HCP0086,14-Sep-2024,Phone,30.6
C005770,REP026,HCP0033,2024-06-13,In-Person,32.3
C006877,REP031,HCP0047,01/16/2024,In-Person,22.6
C002869,REP013,HCP0145,04/19/2024,In-Person,16.2
C003775,REP018,HCP0073,04/29/2024,In-Person,10.8
C007061,REP032,HCP0452,04/15/2024,Virtual,21.3
C004310,REP020,HCP0149,07/22/2024,Virtual,18.2
C002826,REP013,HCP0161,18-Mar-2024,In-Person ,25.5
C000801,REP004,HCP0435,2024-05-10,Virtual,21.1
C003965,REP019,HCP0403,2024-09-26,In-Person,16.4
C001406,REP007,HCP0576,2024-12-28,In-Person,22.1
C000057,REP001,HCP0105,08/08/2024,Virtual,20.1
C000070,REP001,HCP0153,14-Sep-2024,In-Person,7.5
C004520,REP021,HCP0058,24-Oct-2024,In-Person,12.5
C000712,REP004,HCP0224,08-Dec-2024,Virtual,22.8
C007723,REP035,HCP0365,2024-04-18,Phone,21.4
C000266,REP002,HCP0376,30-Jul-2024,Virtual,15.3
C001587,REP008,HCP0462,13-May-2024,Virtual,19.4
C005301,REP024,HCP0180,04-Nov-2024,Virtual,19.0
C002122,REP010,HCP0251,05/17/2024,In-Person,27.5
C004408,REP021,HCP0268,2024-11-15,In-Person,19.8
C001841,REP009,HCP0318,08/19/2024,In-Person,
C005633,REP026,HCP0088,2024-03-03,In-Person,15.2
C005112,REP023,HCP0422,08/27/2024,In-Person,7.5
C002167,REP010,HCP0478,10/29/2024,In-Person,11.7
C005326,REP025,HCP0263,01-Jul-2024,In-Person,28.8
C006330,REP029,HCP0186,09/15/2024,In-Person,18.6
C004435,REP021,HCP0364,07/02/2024,In-Person,24.6
C004191,REP020,HCP0026,05/13/2024,In-Person,9.9
C008627,REP039,HCP0318,07/23/2024,Virtual,14.3
C008714,REP039,HCP0331,2024-05-23,Phone,13.5
C002132,REP010,HCP0086,2024-04-17,In-Person,
C007638,REP035,HCP0219,12/12/2024,In-Person,22.0
C007021,REP032,HCP0290,08-May-2024,In-Person,14.5
C001935,REP009,HCP0034,23-Jun-2024,In-Person,17.9
C002684,REP013,HCP0182,09-Oct-2024,In-Person,9.3
C004422,REP021,HCP0600,01/20/2024,In-Person,34.4
C005647,REP026,HCP0588,02-Oct-2024,In-Person ,26.5
C007982,REP036,HCP0044,21-Oct-2024,Virtual,
C007094,REP032,HCP0418,09/26/2024,In-Person,9.5
C004721,REP022,HCP0030,2024-07-22,Phone,14.4
C008238,REP037,HCP0446,11/15/2024,Virtual,20.3
C001330,REP006,HCP0223,2024-05-08,Virtual ,21.9
C003978,REP019,HCP0596,12/08/2024,Virtual,19.2
C001685,REP008,HCP0413,07-Nov-2024,Phone,21.3
C008587,REP039,HCP0430,12/10/2024,In-Person,17.0
C005870,REP027,HCP0142,2024-06-15,In-Person,14.3
C002796,REP013,HCP0510,11/16/2024,In-Person,
C000752,REP004,HCP0362,2024-03-14,Phone,16.7
C003769,REP018,HCP0021,10/06/2024,In-Person,21.8
C005104,REP023,HCP0329,22-Aug-2024,In-Person,25.2
C004746,REP022,HCP0221,28-Jul-2024,Phone,13.5
C006094,REP027,HCP0528,2024-12-11,Phone,13.3
C000477,REP003,HCP0260,11/16/2024,In-Person,6.3
C005529,REP025,HCP0282,11/27/2024,Virtual,26.0
C005541,REP025,HCP0103,07/22/2024,In-Person,21.1
C002881,REP013,HCP0335,04/01/2024,In-Person,17.6
C000212,REP001,HCP0175,09/20/2024,In-Person,17.9
C000469,REP003,HCP0568,01/14/2024,  In-Person,19.2
C001546,REP007,HCP0131,2024-10-12,Virtual,11.2
C004985,REP023,HCP0243,2024-11-29,In-Person,11.2
C002535,REP012,HCP0064,06/04/2024,In-Person,17.7
C008561,REP039,HCP0430,10-Oct-2024,Virtual ,20.2
C005664,REP026,HCP0093,2024-12-18,Phone,30.0
C003173,REP015,HCP0143,23-Jul-2024,In-Person,28.0
C001026,REP005,HCP0487,2024-01-28,Virtual,26.1
C003963,REP019,HCP0115,2024-11-17,  In-Person,24.4
C006274,REP028,HCP0254,2024-01-30,In-Person,8.1
C004683,REP021,HCP0080,11/22/2024,Virtual,22.3
C002570,REP012,HCP0442,2024-02-17,In-Person,19.0
C001471,REP007,HCP0146,27-Feb-2024,Phone,17.3
C001982,REP010,HCP0547,2024-10-04,Virtual,9.4
C006921,REP032,HCP0059,05/11/2024,In-Person,7.0
C003961,REP019,HCP0234,2024-07-28,Virtual ,17.6
C002222,REP011,HCP0347,2024-11-29,In-Person,22.4
C000774,REP004,HCP0224,2024-10-06,Virtual,36.3
C001778,REP009,HCP0145,03/13/2024,In-Person,20.3
C006055,REP027,HCP0078,18-Jul-2024,In-Person,16.8
C008048,REP036,HCP0221,01/19/2024,In-Person,13.0
C007800,REP035,HCP0091,2024-05-07,In-Person,6.3
C000642,REP003,HCP0457,2024-03-22,Virtual,26.9
C008778,REP040,HCP0402,2024-01-21,In-Person,6.3
C000197,REP001,HCP0442,2024-06-10,In-Person,25.8
C005325,REP024,HCP0227,2024-12-11,Virtual,11.4
C001156,REP005,HCP0103,06-Jun-2024,In-Person,17.3
C003128,REP014,HCP0439,26-Feb-2024,In-Person,26.9
C007015,REP032,HCP0405,10/06/2024,In-Person,14.0
C001109,REP005,HCP0206,2024-07-05,In-Person,10.7
C006587,REP030,HCP0587,02/20/2024,In-Person,27.1
C002166,REP010,HCP0402,28-Feb-2024,Virtual,14.7
C001421,REP007,HCP0562,10/02/2024,Virtual,18.9
C008090,REP036,HCP0003,2024-07-23,In-Person,10.8
C004634,REP021,HCP0277,2024-10-03,Virtual ,12.9
C002983,REP014,HCP0202,2024-05-05,Virtual,25.5
C005880,REP027,HCP0075,06/05/2024,In-Person,9.5
C005459,REP025,HCP0165,07/22/2024,In-Person,34.8
C001759,REP009,HCP0259,2024-10-11,In-Person,29.6
C000958,REP005,HCP0465,10/08/2024,Virtual,8.5
C006310,REP029,HCP0210,2024-09-18,In-Person,
C001681,REP008,HCP0483,15-Jan-2024,Phone,18.9
C000634,REP003,HCP0580,11/23/2024,In-Person,14.5
C003002,REP014,HCP0012,08/27/2024,Virtual,23.7
C008098,REP036,HCP0470,19-Jun-2024,In-Person,23.8
C004696,REP021,HCP0212,10/21/2024,  In-Person,16.5
C001262,REP006,HCP0528,2024-11-14,In-Person,18.9
C000119,REP001,HCP0535,2024-03-17,In-Person,11.4
C003160,REP015,HCP0283,2024-06-18,In-Person,31.1
C004162,REP020,HCP0551,2024-10-11,In-Person,16.1
C007306,REP033,HCP0554,26-Jan-2024,In-Person,12.2
C008021,REP036,HCP0107,02/08/2024,In-Person,16.9
C006329,REP029,HCP0422,2024-07-29,Virtual,31.6
C005749,REP026,HCP0478,02/22/2024,In-Person,10.5
C006394,REP029,HCP0492,05-Nov-2024,In-Person,22.7
C005915,REP027,HCP0468,2024-03-11,In-Person,24.1
C007835,REP035,HCP0228,2024-05-26,Virtual,22.6
C008270,REP037,HCP0443,04/03/2024,Virtual,11.2
C003308,REP016,HCP0545,2024-08-28,In-Person,20.9
C002665,REP013,HCP0513,08-Nov-2024,Virtual,11.4
C007297,REP033,HCP0184,07-Aug-2024,Virtual,13.3
C002577,REP012,HCP0189,19-Sep-2024,Virtual,28.5
C001173,REP006,HCP0210,2024-04-11,Virtual,16.2
C006861,REP031,HCP0390,08/12/2024,In-Person,17.8
C007581,REP034,HCP0066,2024-11-19,Virtual,12.4
C007257,REP033,HCP0495,09-Jul-2024,In-Person,17.5
C003442,REP017,HCP0394,2024-05-27,Virtual,10.9
C000093,REP001,HCP0573,11-Feb-2024,In-Person,15.3
C005428,REP025,HCP0455,2024-06-13,Virtual,17.3
C008234,REP037,HCP0175,12/12/2024,In-Person,19.4
C005912,REP027,HCP0229,06-Mar-2024,In-Person ,15.8
C005051,REP023,HCP0295,10/17/2024,Phone,16.4
C001966,REP010,HCP0069,28-Jun-2024,Phone,25.5
C007764,REP035,HCP0366,10/28/2024,Virtual,23.1
C008207,REP037,HCP0074,2024-06-04,In-Person,14.5
C006148,REP028,HCP0462,09-May-2024,Phone,12.3
C008798,REP040,HCP0352,01-Feb-2024,In-Person,15.9
C007363,REP034,HCP0182,30-Jul-2024,In-Person,25.6
C008070,REP036,HCP0126,12/02/2024,Virtual,18.4
C008811,REP040,HCP0181,04-Dec-2024,Virtual,25.5
C002389,REP011,HCP0434,2024-05-05,In-Person,
C003502,REP017,HCP0452,12/04/2024,In-Person,9.6
C007368,REP034,HCP0267,10/04/2024,Virtual,9.7
C000816,REP004,HCP0286,09/04/2024,In-Person,19.0
C004865,REP022,HCP0164,10/20/2024,In-Person,20.4
C000619,REP003,HCP0361,07/17/2024,In-Person,29.4
C006333,REP029,HCP0399,09/12/2024,Virtual,21.8
C004047,REP019,HCP0442,27-Apr-2024,In-Person,27.2
C005609,REP026,HCP0225,10-Aug-2024,Virtual,22.7
C008422,REP038,HCP0333,23-Oct-2024,In-Person,20.5
C001043,REP005,HCP0040,24-Dec-2024,In-Person,26.4
C004300,REP020,HCP0058,2024-02-06,In-Person,8.1
C005240,REP024,HCP0115,2024-12-05,Virtual,12.5
C001920,REP009,HCP0381,2024-12-28,Virtual,27.6
C001075,REP005,HCP0161,2024-02-27,In-Person,18.9
C001397,REP007,HCP0026,07/12/2024,In-Person,20.9
C003837,REP018,HCP0170,06-May-2024,Virtual,16.1
C007294,REP033,HCP0084,14-Jul-2024,In-Person,28.1
C002953,REP014,HCP0085,06/19/2024,In-Person,23.8
C000180,REP001,HCP0587,03/23/2024,Virtual,12.8
C008230,REP037,HCP0134,2024-04-02,Phone,12.8
C002178,REP010,HCP0414,28-Jan-2024,In-Person,22.1
C003106,REP014,HCP0494,2024-07-08,In-Person,25.3
C004491,REP021,HCP0253,2024-11-14,Virtual,12.8
C007146,REP032,HCP0214,2024-11-19,In-Person,14.0
C001923,REP009,HCP0086,01/02/2024,In-Person,13.9
C006348,REP029,HCP0498,08/22/2024,Virtual,17.2
C001533,REP007,HCP0413,29-Jun-2024,In-Person,15.6
C003536,REP017,HCP0223,2024-06-30,In-Person,
C003990,REP019,HCP0366,10/30/2024,Virtual ,
C002623,REP012,HCP0330,12/17/2024,In-Person,23.1
C005810,REP026,HCP0469,2024-09-04,In-Person,20.4
C008006,REP036,HCP0183,10/09/2024,Virtual,25.8
C005667,REP026,HCP0197,2024-04-25,In-Person,2.0
C001536,REP007,HCP0576,25-Mar-2024,In-Person,9.3
C001346,REP007,HCP0079,10/30/2024,In-Person,21.2
C006631,REP030,HCP0253,09/07/2024,Virtual,
C008837,REP040,HCP0223,2024-09-30,In-Person,15.2
C008294,REP037,HCP0545,01/13/2024,In-Person,24.2
C006389,REP029,HCP0213,14-Jul-2024,In-Person ,27.6
C008554,REP039,HCP0322,2024-08-29,Virtual,18.3
C003127,REP014,HCP0338,12-Apr-2024,Virtual,9.8
C005556,REP025,HCP0142,23-Jan-2024,In-Person,18.5
C005616,REP026,HCP0079,10-Jan-2024,Virtual,8.8
C007217,REP033,HCP0500,15-Feb-2024,Virtual,22.1
C006290,REP029,HCP0314,17-Apr-2024,  In-Person,17.5
C007770,REP035,HCP0527,2024-12-11,Phone,7.4
C001278,REP006,HCP0055,2024-09-13,In-Person,24.6
C002026,REP010,HCP0187,11/23/2024,Virtual,22.9
C003721,REP018,HCP0221,2024-04-27,In-Person,27.5
C007266,REP033,HCP0359,2024-11-18,In-Person,18.3
C005041,REP023,HCP0016,31-May-2024,In-Person,2.0
C004774,REP022,HCP0223,08-May-2024,Virtual,9.7
C001481,REP007,HCP0590,2024-05-02,Virtual ,19.1
C000746,REP004,HCP0149,05/30/2024,Phone,26.7
C007656,REP035,HCP0264,2024-07-10,Phone,25.7
C008850,REP040,HCP0455,01/17/2024,Virtual,
C001840,REP009,HCP0255,04/10/2024,In-Person,15.5
C006622,REP030,HCP0532,13-Jul-2024,Virtual,22.3
C005138,REP023,HCP0135,02-Jun-2024,Virtual,9.1
C006773,REP031,HCP0127,16-Aug-2024,In-Person,19.3
C000748,REP004,HCP0049,2024-06-22,Virtual,32.6
C002933,REP014,HCP0474,2024-06-27,Virtual,16.8
C005829,REP026,HCP0515,2024-10-25,In-Person,10.9
C006346,REP029,HCP0058,2024-09-20,In-Person,17.2
C006152,REP028,HCP0353,08-Jan-2024,In-Person,17.3
C008759,REP040,HCP0142,2024-01-20,Virtual,
C002934,REP014,HCP0530,2024-12-18,In-Person,24.6
C002743,REP013,HCP0546,2024-07-28,Virtual,26.0
C001164,REP005,HCP0404,09-Oct-2024,In-Person,19.7
C006527,REP030,HCP0578,2024-05-03,In-Person,15.0
C006319,REP029,HCP0034,26-Aug-2024,Phone,36.7
C008874,REP040,HCP0565,01/03/2024,In-Person,4.1
C007186,REP033,HCP0291,2024-10-20,Virtual,7.8
C004661,REP021,HCP0321,09/03/2024,Phone,8.3
C006581,REP030,HCP0368,08-Jul-2024,In-Person,20.1
C006999,REP032,HCP0293,05/18/2024,In-Person,13.1
C007279,REP033,HCP0210,13-Apr-2024,In-Person,25.4
C003154,REP015,HCP0352,2024-03-27,Virtual,15.2
C007024,REP032,HCP0019,15-May-2024,Virtual,4.7
C001599,REP008,HCP0520,11/25/2024,In-Person,
C005660,REP026,HCP0026,11/07/2024,Phone,25.6
C000301,REP002,HCP0323,12-Jan-2024,Phone,11.2
C001145,REP005,HCP0210,23-Mar-2024,Virtual,19.6
C005881,REP027,HCP0069,02/09/2024,In-Person,
C003594,REP017,HCP0400,2024-05-30,In-Person,16.4
C003681,REP017,HCP0086,30-Dec-2024,In-Person,10.3
C008074,REP036,HCP0349,22-Nov-2024,In-Person,15.1
C005270,REP024,HCP0238,17-Feb-2024,In-Person,16.9
C007251,REP033,HCP0236,09-Mar-2024,In-Person,23.5
C004085,REP020,HCP0259,26-Mar-2024,In-Person,14.2
C002882,REP013,HCP0584,2024-12-25,In-Person,
C005823,REP026,HCP0551,12/05/2024,In-Person,14.9
C003160,REP015,HCP0283,2024-06-18,In-Person,31.1
C001360,REP007,HCP0483,11-Sep-2024,Virtual ,
C002550,REP012,HCP0351,03-Aug-2024,Virtual,7.4
C001158,REP005,HCP0302,05/23/2024,In-Person ,25.5
C004490,REP021,HCP0062,09-Apr-2024,In-Person,25.9
C000487,REP003,HCP0189,2024-11-23,In-Person,10.8
C001181,REP006,HCP0274,2024-07-04,In-Person,18.4
C002289,REP011,HCP0171,16-Jan-2024,Virtual,31.3
C006256,REP028,HCP0399,2024-11-05,Virtual,24.8
C006400,REP029,HCP0422,08-Feb-2024,Virtual,12.5
C006430,REP029,HCP0517,14-May-2024,In-Person,28.5
C002549,REP012,HCP0048,05/10/2024,Virtual,9.0
C003934,REP019,HCP0544,2024-01-11,In-Person,27.4
C002516,REP012,HCP0125,19-Sep-2024,In-Person ,7.1
C004642,REP021,HCP0335,07/23/2024,Virtual,21.7
C001153,REP005,HCP0273,20-Feb-2024,Virtual,21.0
C004448,REP021,HCP0234,08/31/2024,Phone,19.7
C008079,REP036,HCP0298,10/04/2024,In-Person,23.2
C002304,REP011,HCP0057,18-Mar-2024,Phone,16.6
C007920,REP036,HCP0246,2024-02-14,In-Person ,12.1
C007616,REP035,HCP0489,2024-03-06,Virtual,15.4
C008653,REP039,HCP0255,2024-02-10,In-Person,19.5
C007782,REP035,HCP0418,13-Jul-2024,Phone,18.8
C008643,REP039,HCP0498,08/12/2024,Virtual,21.7
C006886,REP031,HCP0590,2024-10-18,Virtual ,20.7
C006065,REP027,HCP0131,24-Nov-2024,Virtual,11.3
C002274,REP011,HCP0227,2024-04-24,  In-Person,19.5
C005968,REP027,HCP0024,03-Oct-2024,Virtual,
C004646,REP021,HCP0587,07/06/2024,Virtual,14.4
C002587,REP012,HCP0090,27-May-2024,In-Person,15.7
C006226,REP028,HCP0322,2024-06-24,Virtual,23.7
C000666,REP004,HCP0207,18-Jul-2024,Virtual,12.6
C006002,REP027,HCP0286,14-Mar-2024,Virtual,15.8
C006709,REP030,HCP0280,2024-02-23,In-Person,11.2
C005741,REP026,HCP0413,09/25/2024,In-Person,20.1
C000643,REP003,HCP0326,2024-05-22,Phone,3.4
C005859,REP027,HCP0510,2024-04-21,Virtual,20.8
C003471,REP017,HCP0320,05/19/2024,In-Person,12.5
C000177,REP001,HCP0160,19-May-2024,Virtual,28.6
C004421,REP021,HCP0579,09-Nov-2024,Virtual,19.2
C001953,REP009,HCP0011,2024-04-10,In-Person,19.9
C002133,REP010,HCP0069,2024-05-07,Phone,4.9
C000787,REP004,HCP0208,2024-09-11,Virtual,30.4
C003663,REP017,HCP0150,2024-03-03,In-Person,24.7
C000450,REP003,HCP0566,06-Apr-2024,In-Person,14.3
C005687,REP026,HCP0387,2024-02-19,Phone,12.4
C006584,REP030,HCP0058,2024-08-31,In-Person,16.4
C005730,REP026,HCP0372,20-Apr-2024,In-Person,25.8
C000338,REP002,HCP0587,2024-09-07,Virtual,22.1
C007977,REP036,HCP0491,11/28/2024,Virtual,20.7
C000092,REP001,HCP0023,01/29/2024,Virtual,6.5
C006984,REP032,HCP0565,11/15/2024,Phone,
C007195,REP033,HCP0123,07/28/2024,In-Person,23.4
C006307,REP029,HCP0295,02/11/2024,In-Person,
C007022,REP032,HCP0414,31-Dec-2024,Phone ,18.6
C008308,REP037,HCP0330,07/18/2024,In-Person,11.8
C001972,REP010,HCP0024,16-Aug-2024,Phone,
C002856,REP013,HCP0232,11-Oct-2024,Phone,
C000531,REP003,HCP0028,24-Mar-2024,In-Person,23.8
C005712,REP026,HCP0318,2024-08-16,In-Person,19.8
C000997,REP005,HCP0273,10-Jul-2024,Virtual,8.3
C006302,REP029,HCP0254,05/08/2024,In-Person,25.5
C003708,REP018,HCP0170,2024-03-11,Phone,18.2
C002685,REP013,HCP0288,2024-06-10,Virtual,
C007933,REP036,HCP0216,11/18/2024,In-Person ,24.4
C005284,REP024,HCP0050,14-Dec-2024,Phone,24.9
C008679,REP039,HCP0444,2024-08-10,In-Person,26.2
C001644,REP008,HCP0576,17-Jun-2024,In-Person,15.1
C000107,REP001,HCP0456,2024-02-23,In-Person,14.0
C007337,REP033,HCP0555,02-Jan-2024,In-Person ,19.4
C006501,REP030,HCP0385,23-May-2024,In-Person,18.1
C005329,REP025,HCP0293,07-Feb-2024,Virtual ,11.0
C001428,REP007,HCP0254,2024-02-05,In-Person,15.1
C001019,REP005,HCP0019,11/05/2024,  In-Person,2.1
C006714,REP030,HCP0584,10-Apr-2024,In-Person,20.2
C000132,REP001,HCP0280,04/10/2024,Phone,18.3
C007157,REP033,HCP0490,12/26/2024,Virtual,5.7
C007687,REP035,HCP0466,10/19/2024,Virtual ,17.7
C008233,REP037,HCP0244,2024-09-23,Phone,10.1
C003843,REP018,HCP0097,06/14/2024,Phone,19.4
C007198,REP033,HCP0230,23-Feb-2024,In-Person,22.5
C002719,REP013,HCP0263,11/17/2024,Virtual,21.2
C002228,REP011,HCP0243,2024-02-01,In-Person,22.0
C004569,REP021,HCP0366,12/24/2024,In-Person,12.0
C008247,REP037,HCP0446,2024-08-07,Phone,21.6
C001748,REP009,HCP0478,06/25/2024,  Virtual,3.5
C003435,REP017,HCP0166,2024-01-13,Phone,20.6
C002320,REP011,HCP0436,2024-12-23,In-Person,22.7
C002405,REP011,HCP0233,2024-02-02,Virtual,13.3
C007921,REP036,HCP0211,09/30/2024,Virtual,20.5
C006179,REP028,HCP0245,09/13/2024,In-Person,23.0
C002112,REP010,HCP0320,03/12/2024,In-Person,29.3
C005405,REP025,HCP0288,2024-01-26,  Virtual,18.8
C007968,REP036,HCP0551,04-Jan-2024,Virtual,8.5
C000695,REP004,HCP0154,2024-01-01,Phone,22.1
C001938,REP009,HCP0146,12-Oct-2024,Virtual,13.5
C003525,REP017,HCP0414,07/30/2024,In-Person,22.3
C008665,REP039,HCP0140,09/09/2024,Virtual,21.5
C001739,REP009,HCP0115,02-May-2024,Virtual,16.8
C006023,REP027,HCP0400,2024-09-29,In-Person,10.1
C000168,REP001,HCP0307,2024-05-16,Phone,28.3
C008558,REP039,HCP0078,18-Dec-2024,In-Person,13.8
C000368,REP002,HCP0333,03-Jul-2024,Virtual,5.3
C003046,REP014,HCP0236,30-Nov-2024,Virtual ,14.9
C008124,REP037,HCP0244,09/21/2024,  In-Person,16.3
C002319,REP011,HCP0252,2024-01-12,Virtual,21.9
C006540,REP030,HCP0141,2024-01-12,Phone,30.4
C000836,REP004,HCP0569,08/16/2024,In-Person,10.2
C001673,REP008,HCP0548,2024-07-18,In-Person,
C004417,REP021,HCP0451,2024-02-29,  In-Person,16.6
C004555,REP021,HCP0285,14-Jan-2024,Virtual,19.7
C008502,REP038,HCP0442,2024-03-10,In-Person,30.6
C006174,REP028,HCP0197,03/21/2024,  In-Person,23.5
C001154,REP005,HCP0511,06/01/2024,Virtual,16.1
C003917,REP019,HCP0130,2024-01-27,Virtual,32.6
C007614,REP035,HCP0304,2024-01-03,In-Person,23.3
C008092,REP036,HCP0327,2024-11-06,Phone,22.3
C003438,REP017,HCP0068,24-Jun-2024,Phone,
C006609,REP030,HCP0392,04-Nov-2024,Phone,15.1
C005591,REP026,HCP0332,2024-01-17,In-Person ,20.0
C008024,REP036,HCP0185,03-Sep-2024,In-Person,17.5
C004343,REP020,HCP0475,06/08/2024,In-Person,25.6
C008604,REP039,HCP0372,03-May-2024,In-Person,11.2
C005131,REP023,HCP0399,2024-03-04,Phone,
C008768,REP040,HCP0487,2024-10-11,In-Person,17.5
C002305,REP011,HCP0211,05-Dec-2024,In-Person,15.1
C004540,REP021,HCP0112,2024-09-21,In-Person,16.2
C008531,REP039,HCP0534,2024-01-03,  Virtual,20.5
C004504,REP021,HCP0335,2024-03-12,In-Person ,12.9
C000101,REP001,HCP0253,2024-01-12,Phone ,15.1
C005447,REP025,HCP0290,2024-02-22,In-Person ,20.9
C003411,REP016,HCP0461,15-Jan-2024,In-Person,24.0
C008215,REP037,HCP0534,04/05/2024,In-Person,6.6
C008566,REP039,HCP0367,03/09/2024,In-Person,12.3
C001466,REP007,HCP0258,07/05/2024,Phone,6.3
