month,sp500_nominal,sp500_real,cape,vix,gold_price,rate_10y,sp_return_m,real_return_m,volatility_12m,drawdown,year,decade
1892-03-01,5.58,239.38,19.74,,18.96,3.62,0.0109,0.0378,0.0999,0.0,1892,1890s
1892-04-01,5.57,242.18,19.94,,18.96,3.64,-0.0018,0.0117,0.0983,0.0,1892,1890s
1892-05-01,5.57,242.18,19.91,,18.96,3.65,0.0,0.0,0.0977,0.0,1892,1890s
1892-06-01,5.54,240.88,19.77,,18.96,3.66,-0.0054,-0.0054,0.0937,-0.0054,1892,1890s
1892-07-01,5.54,234.54,19.21,,18.96,3.67,0.0,-0.0263,0.0897,-0.0315,1892,1890s
1892-08-01,5.62,234.83,19.2,,18.96,3.69,0.0144,0.0012,0.0869,-0.0303,1892,1890s
1892-09-01,5.48,228.98,18.69,,18.96,3.7,-0.0249,-0.0249,0.0513,-0.0545,1892,1890s
1892-10-01,5.59,233.58,19.04,,18.96,3.71,0.0201,0.0201,0.0541,-0.0355,1892,1890s
1892-11-01,5.57,226.85,18.46,,18.96,3.73,-0.0036,-0.0288,0.0508,-0.0633,1892,1890s
1892-12-01,5.51,221.6,18.01,,18.96,3.74,-0.0108,-0.0231,0.0446,-0.085,1892,1890s
1893-01-01,5.61,217.47,17.66,,18.96,3.75,0.0181,-0.0186,0.0445,-0.102,1893,1890s
1893-02-01,5.51,211.05,17.13,,18.96,3.75,-0.0178,-0.0295,0.0485,-0.1285,1893,1890s
1893-03-01,5.31,208.35,16.9,,18.96,3.74,-0.0363,-0.0128,0.0588,-0.1397,1893,1890s
1893-04-01,5.31,210.92,17.1,,18.96,3.74,0.0,0.0123,0.0589,-0.1291,1893,1890s
1893-05-01,4.84,194.66,15.78,,18.96,3.73,-0.0885,-0.0771,0.1028,-0.1962,1893,1890s
1893-06-01,4.61,190.16,15.42,,18.96,3.73,-0.0475,-0.0231,0.1086,-0.2148,1893,1890s
1893-07-01,4.18,176.96,14.35,,18.96,3.73,-0.0933,-0.0694,0.1323,-0.2693,1893,1890s
1893-08-01,4.08,179.83,14.59,,18.96,3.72,-0.0239,0.0162,0.126,-0.2575,1893,1890s
1893-09-01,4.37,185.0,15.01,,18.96,3.72,0.0711,0.0287,0.1589,-0.2361,1893,1890s
1893-10-01,4.5,188.03,15.27,,18.96,3.71,0.0297,0.0164,0.1617,-0.2236,1893,1890s
1893-11-01,4.57,196.05,15.94,,18.96,3.71,0.0156,0.0427,0.1645,-0.1905,1893,1890s
1893-12-01,4.41,191.74,15.61,,18.96,3.7,-0.035,-0.022,0.1656,-0.2083,1893,1890s
1894-01-01,4.32,193.05,15.74,,18.94,3.7,-0.0204,0.0068,0.161,-0.2029,1894,1890s
1894-02-01,4.38,198.49,16.2,,18.94,3.68,0.0139,0.0282,0.1647,-0.1804,1894,1890s
1894-03-01,4.51,210.3,17.19,,18.94,3.66,0.0297,0.0595,0.1698,-0.1316,1894,1890s
1894-04-01,4.57,213.1,17.43,,18.94,3.64,0.0133,0.0133,0.1713,-0.1201,1894,1890s
1894-05-01,4.4,205.17,16.81,,18.94,3.62,-0.0372,-0.0372,0.1528,-0.1528,1894,1890s
1894-06-01,4.34,202.37,16.61,,18.94,3.6,-0.0136,-0.0136,0.1466,-0.1644,1894,1890s
1894-07-01,4.25,198.18,16.29,,18.94,3.58,-0.0207,-0.0207,0.1125,-0.1817,1894,1890s
1894-08-01,4.41,199.85,16.46,,18.94,3.56,0.0376,0.0084,0.1139,-0.1748,1894,1890s
1894-09-01,4.48,200.2,16.52,,18.94,3.54,0.0159,0.0018,0.0912,-0.1733,1894,1890s
1894-10-01,4.34,199.48,16.5,,18.94,3.52,-0.0313,-0.0036,0.0916,-0.1763,1894,1890s
1894-11-01,4.34,199.48,16.54,,18.94,3.5,0.0,0.0,0.0895,-0.1763,1894,1890s
1894-12-01,4.3,200.51,16.67,,18.94,3.48,-0.0092,0.0052,0.0833,-0.1721,1894,1890s
1895-01-01,4.25,198.18,16.52,,18.93,3.46,-0.0116,-0.0116,0.0816,-0.1817,1895,1890s
1895-02-01,4.19,195.38,16.33,,18.93,3.47,-0.0141,-0.0141,0.0808,-0.1932,1895,1890s
1895-03-01,4.19,195.38,16.36,,18.93,3.48,0.0,0.0,0.0725,-0.1932,1895,1890s
1895-04-01,4.37,195.28,16.39,,18.93,3.5,0.043,-0.0005,0.0859,-0.1937,1895,1890s
1895-05-01,4.61,203.18,17.08,,18.93,3.51,0.0549,0.0405,0.0953,-0.161,1895,1890s
1895-06-01,4.7,204.35,17.21,,18.93,3.52,0.0195,0.0058,0.0943,-0.1562,1895,1890s
1895-07-01,4.72,208.03,17.55,,18.93,3.53,0.0043,0.018,0.0895,-0.141,1895,1890s
1895-08-01,4.79,214.05,18.07,,18.93,3.54,0.0148,0.0289,0.0843,-0.1162,1895,1890s
1895-09-01,4.82,215.39,18.2,,18.93,3.55,0.0063,0.0063,0.0837,-0.1106,1895,1890s
1895-10-01,4.75,212.26,17.94,,18.93,3.56,-0.0145,-0.0145,0.0769,-0.1235,1895,1890s
1895-11-01,4.59,205.11,17.34,,18.93,3.58,-0.0337,-0.0337,0.0873,-0.1531,1895,1890s
1895-12-01,4.32,195.77,16.55,,18.93,3.59,-0.0588,-0.0455,0.1078,-0.1916,1895,1890s
1896-01-01,4.27,196.27,16.58,,18.98,3.6,-0.0116,0.0026,0.1078,-0.1896,1896,1890s
1896-02-01,4.45,207.5,17.52,,18.98,3.58,0.0422,0.0572,0.1138,-0.1432,1896,1890s
1896-03-01,4.38,204.24,17.23,,18.98,3.57,-0.0157,-0.0157,0.1157,-0.1567,1896,1890s
1896-04-01,4.42,209.14,17.64,,18.98,3.55,0.0091,0.024,0.108,-0.1364,1896,1890s
1896-05-01,4.4,211.3,17.83,,18.98,3.53,-0.0045,0.0103,0.0909,-0.1275,1896,1890s
1896-06-01,4.32,210.6,17.78,,18.98,3.52,-0.0182,-0.0033,0.0882,-0.1304,1896,1890s
1896-07-01,4.04,196.95,16.64,,18.98,3.5,-0.0648,-0.0648,0.1044,-0.1868,1896,1890s
1896-08-01,3.81,185.74,15.7,,18.98,3.48,-0.0569,-0.0569,0.1085,-0.233,1896,1890s
1896-09-01,4.01,195.49,16.54,,18.98,3.47,0.0525,0.0525,0.1281,-0.1928,1896,1890s
1896-10-01,4.1,193.99,16.44,,18.98,3.45,0.0224,-0.0077,0.1334,-0.199,1896,1890s
1896-11-01,4.38,201.32,17.09,,18.98,3.43,0.0683,0.0378,0.1525,-0.1687,1896,1890s
1896-12-01,4.22,193.97,16.5,,18.98,3.42,-0.0365,-0.0365,0.145,-0.1991,1896,1890s
1897-01-01,4.22,199.67,17.03,,18.98,3.4,0.0,0.0294,0.1446,-0.1755,1897,1890s
1897-02-01,4.18,197.78,16.89,,18.98,3.4,-0.0095,-0.0095,0.1371,-0.1833,1897,1890s
1897-03-01,4.19,198.25,16.96,,18.98,3.39,0.0024,0.0024,0.1367,-0.1814,1897,1890s
1897-04-01,4.06,194.97,16.7,,18.98,3.39,-0.031,-0.0165,0.1387,-0.1949,1897,1890s
1897-05-01,4.08,198.9,17.05,,18.98,3.38,0.0049,0.0202,0.1391,-0.1787,1897,1890s
1897-06-01,4.27,208.16,17.85,,18.98,3.38,0.0466,0.0466,0.1475,-0.1405,1897,1890s
1897-07-01,4.46,217.42,18.65,,18.98,3.38,0.0445,0.0445,0.1352,-0.1022,1897,1890s
1897-08-01,4.75,221.49,19.01,,18.98,3.37,0.065,0.0187,0.125,-0.0854,1897,1890s
1897-09-01,4.98,225.68,19.37,,18.98,3.37,0.0484,0.0189,0.1239,-0.0681,1897,1890s
1897-10-01,4.82,221.55,19.03,,18.98,3.36,-0.0321,-0.0183,0.1338,-0.0852,1897,1890s
1897-11-01,4.65,213.73,18.36,,18.98,3.36,-0.0353,-0.0353,0.1281,-0.1175,1897,1890s
1897-12-01,4.75,218.33,18.75,,18.98,3.35,0.0215,0.0215,0.1201,-0.0985,1897,1890s
1898-01-01,4.88,224.3,19.25,,18.98,3.35,0.0274,0.0273,0.1207,-0.0738,1898,1890s
1898-02-01,4.87,220.69,18.92,,18.98,3.33,-0.002,-0.0161,0.1194,-0.0887,1898,1890s
1898-03-01,4.65,210.72,18.04,,18.98,3.31,-0.0452,-0.0452,0.1329,-0.1299,1898,1890s
1898-04-01,4.57,207.1,17.71,,18.98,3.29,-0.0172,-0.0172,0.1289,-0.1449,1898,1890s
1898-05-01,4.87,206.17,17.6,,18.98,3.27,0.0656,-0.0045,0.1399,-0.1487,1898,1890s
1898-06-01,5.06,229.3,19.54,,18.98,3.25,0.039,0.1122,0.1383,-0.0532,1898,1890s
1898-07-01,5.08,233.5,19.86,,18.98,3.23,0.004,0.0183,0.1347,-0.0358,1898,1890s
1898-08-01,5.27,242.23,20.54,,18.98,3.2,0.0374,0.0374,0.1253,0.0,1898,1890s
1898-09-01,5.26,241.77,20.44,,18.98,3.18,-0.0019,-0.0019,0.118,-0.0019,1898,1890s
1898-10-01,5.15,236.71,19.95,,18.98,3.16,-0.0209,-0.0209,0.1146,-0.0228,1898,1890s
1898-11-01,5.32,244.53,20.53,,18.98,3.14,0.033,0.033,0.1079,0.0,1898,1890s
1898-12-01,5.65,256.04,21.4,,18.98,3.12,0.062,0.0471,0.119,0.0,1898,1890s
1899-01-01,6.08,275.52,22.93,,18.94,3.1,0.0761,0.0761,0.1336,0.0,1899,1890s
1899-02-01,6.31,278.11,23.05,,18.94,3.1,0.0378,0.0094,0.1326,0.0,1899,1890s
1899-03-01,6.4,282.08,23.28,,18.94,3.11,0.0143,0.0143,0.1111,0.0,1899,1890s
1899-04-01,6.48,281.75,23.15,,18.94,3.11,0.0125,-0.0012,0.1016,-0.0012,1899,1890s
1899-05-01,6.21,270.01,22.09,,18.94,3.12,-0.0417,-0.0417,0.1161,-0.0428,1899,1890s
1899-06-01,6.07,260.4,21.21,,18.94,3.12,-0.0225,-0.0356,0.1218,-0.0769,1899,1890s
1899-07-01,6.28,265.86,21.56,,18.94,3.12,0.0346,0.021,0.1224,-0.0575,1899,1890s
1899-08-01,6.44,269.1,21.73,,18.94,3.13,0.0255,0.0122,0.121,-0.046,1899,1890s
1899-09-01,6.37,256.19,20.59,,18.94,3.13,-0.0109,-0.048,0.1229,-0.0918,1899,1890s
1899-10-01,6.34,251.84,20.15,,18.94,3.14,-0.0047,-0.017,0.1185,-0.1072,1899,1890s
1899-11-01,6.46,253.47,20.2,,18.94,3.14,0.0189,0.0065,0.1173,-0.1014,1899,1890s
1899-12-01,6.02,233.36,18.51,,18.94,3.15,-0.0681,-0.0793,0.1337,-0.1727,1899,1890s
1900-01-01,6.1,236.46,18.67,,18.96,3.15,0.0133,0.0133,0.1105,-0.1617,1900,1900s
1900-02-01,6.21,237.86,18.7,,18.96,3.15,0.018,0.0059,0.1049,-0.1568,1900,1900s
1900-03-01,6.26,239.78,18.78,,18.96,3.14,0.0081,0.0081,0.1041,-0.15,1900,1900s
1900-04-01,6.34,242.84,18.94,,18.96,3.14,0.0128,0.0128,0.1041,-0.1391,1900,1900s
1900-05-01,6.04,236.99,18.4,,18.96,3.13,-0.0473,-0.0241,0.1066,-0.1598,1900,1900s
1900-06-01,5.86,232.77,17.99,,18.96,3.13,-0.0298,-0.0178,0.1084,-0.1748,1900,1900s
1900-07-01,5.86,229.93,17.69,,18.96,3.12,0.0,-0.0122,0.1007,-0.1849,1900,1900s
1900-08-01,5.94,235.95,18.07,,18.96,3.12,0.0137,0.0262,0.0974,-0.1635,1900,1900s
1900-09-01,5.8,227.58,17.34,,18.96,3.12,-0.0236,-0.0355,0.0989,-0.1932,1900,1900s
1900-10-01,6.01,238.73,18.1,,18.96,3.11,0.0362,0.049,0.1081,-0.1537,1900,1900s
1900-11-01,6.48,257.4,19.42,,18.96,3.11,0.0782,0.0782,0.1348,-0.0875,1900,1900s
1900-12-01,6.87,276.3,20.74,,18.96,3.1,0.0602,0.0734,0.1237,-0.0205,1900,1900s
1901-01-01,7.07,280.83,20.98,,18.98,3.1,0.0291,0.0164,0.1249,-0.0044,1901,1900s
1901-02-01,7.25,291.58,21.68,,18.98,3.11,0.0255,0.0383,0.1255,0.0,1901,1900s
1901-03-01,7.51,302.04,22.35,,18.98,3.11,0.0359,0.0359,0.1272,0.0,1901,1900s
1901-04-01,8.14,331.52,24.41,,18.98,3.12,0.0839,0.0976,0.1441,0.0,1901,1900s
1901-05-01,7.73,314.82,23.06,,18.98,3.13,-0.0504,-0.0504,0.1457,-0.0504,1901,1900s
1901-06-01,8.5,346.18,25.24,,18.98,3.13,0.0996,0.0996,0.1532,0.0,1901,1900s
1901-07-01,7.93,318.93,23.14,,18.98,3.14,-0.0671,-0.0787,0.1808,-0.0787,1901,1900s
1901-08-01,8.04,319.36,23.08,,18.98,3.15,0.0139,0.0013,0.1808,-0.0775,1901,1900s
1901-09-01,8.0,313.9,22.59,,18.98,3.15,-0.005,-0.0171,0.176,-0.0932,1901,1900s
1901-10-01,7.91,310.37,22.25,,18.98,3.16,-0.0112,-0.0112,0.1801,-0.1034,1901,1900s
1901-11-01,8.08,313.22,22.38,,18.98,3.17,0.0215,0.0092,0.1702,-0.0952,1901,1900s
1901-12-01,7.95,304.51,21.68,,18.98,3.17,-0.0161,-0.0278,0.1675,-0.1204,1901,1900s
1902-01-01,8.12,314.77,22.34,,18.97,3.18,0.0214,0.0337,0.1669,-0.0907,1902,1900s
1902-02-01,8.19,317.48,22.46,,18.97,3.19,0.0086,0.0086,0.1663,-0.0829,1902,1900s
1902-03-01,8.2,317.87,22.41,,18.97,3.2,0.0012,0.0012,0.1643,-0.0818,1902,1900s
1902-04-01,8.48,324.81,22.82,,18.97,3.21,0.0341,0.0218,0.1459,-0.0617,1902,1900s
1902-05-01,8.46,320.23,22.43,,18.97,3.22,-0.0024,-0.0141,0.1337,-0.075,1902,1900s
1902-06-01,8.41,314.64,21.96,,18.97,3.23,-0.0059,-0.0175,0.0892,-0.0911,1902,1900s
1902-07-01,8.6,321.75,22.39,,18.97,3.24,0.0226,0.0226,0.0547,-0.0706,1902,1900s
1902-08-01,8.83,334.24,23.17,,18.97,3.25,0.0267,0.0388,0.0579,-0.0345,1902,1900s
1902-09-01,8.85,331.1,22.86,,18.97,3.26,0.0023,-0.0094,0.0566,-0.0436,1902,1900s
1902-10-01,8.57,299.71,20.6,,18.97,3.27,-0.0316,-0.0948,0.0671,-0.1342,1902,1900s
1902-11-01,8.24,297.89,20.41,,18.97,3.28,-0.0385,-0.0061,0.0787,-0.1395,1902,1900s
1902-12-01,8.05,287.78,19.63,,18.97,3.29,-0.0231,-0.0339,0.0807,-0.1687,1902,1900s
1903-01-01,8.46,299.12,20.32,,18.95,3.3,0.0509,0.0394,0.0931,-0.1359,1903,1900s
1903-02-01,8.41,297.35,20.11,,18.95,3.31,-0.0059,-0.0059,0.0935,-0.1411,1903,1900s
1903-03-01,8.08,295.42,19.88,,18.95,3.32,-0.0392,-0.0065,0.1024,-0.1466,1903,1900s
1903-04-01,7.75,283.36,18.98,,18.95,3.33,-0.0408,-0.0408,0.1019,-0.1815,1903,1900s
1903-05-01,7.6,284.33,18.95,,18.95,3.33,-0.0194,0.0034,0.1025,-0.1787,1903,1900s
1903-06-01,7.18,268.62,17.82,,18.95,3.34,-0.0553,-0.0553,0.1125,-0.224,1903,1900s
1903-07-01,6.85,256.27,16.92,,18.95,3.35,-0.046,-0.046,0.11,-0.2597,1903,1900s
1903-08-01,6.63,248.04,16.3,,18.95,3.36,-0.0321,-0.0321,0.0989,-0.2835,1903,1900s
1903-09-01,6.47,239.28,15.65,,18.95,3.37,-0.0241,-0.0353,0.0949,-0.3088,1903,1900s
1903-10-01,6.26,234.2,15.25,,18.95,3.37,-0.0325,-0.0212,0.0949,-0.3235,1903,1900s
1903-11-01,6.28,237.71,15.41,,18.95,3.38,0.0032,0.015,0.0978,-0.3133,1903,1900s
1903-12-01,6.57,248.69,16.04,,18.95,3.39,0.0462,0.0462,0.1192,-0.2816,1903,1900s
1904-01-01,6.68,247.04,15.86,,18.96,3.4,0.0167,-0.0066,0.1018,-0.2864,1904,1900s
1904-02-01,6.5,234.98,15.02,,18.96,3.41,-0.0269,-0.0488,0.101,-0.3212,1904,1900s
1904-03-01,6.48,236.92,15.08,,18.96,3.41,-0.0031,0.0083,0.1003,-0.3156,1904,1900s
1904-04-01,6.64,245.56,15.57,,18.96,3.42,0.0247,0.0365,0.1052,-0.2907,1904,1900s
1904-05-01,6.5,246.04,15.53,,18.96,3.43,-0.0211,0.002,0.1053,-0.2893,1904,1900s
1904-06-01,6.51,246.42,15.47,,18.96,3.43,0.0015,0.0015,0.095,-0.2882,1904,1900s
1904-07-01,6.78,256.64,16.04,,18.96,3.44,0.0415,0.0415,0.0969,-0.2587,1904,1900s
1904-08-01,7.01,262.26,16.3,,18.96,3.45,0.0339,0.0219,0.0958,-0.2424,1904,1900s
1904-09-01,7.32,270.71,16.74,,18.96,3.45,0.0442,0.0322,0.0975,-0.218,1904,1900s
1904-10-01,7.75,286.61,17.63,,18.96,3.46,0.0587,0.0587,0.0961,-0.1721,1904,1900s
1904-11-01,8.17,295.36,18.08,,18.96,3.47,0.0542,0.0305,0.1008,-0.1468,1904,1900s
1904-12-01,8.25,298.25,18.16,,18.96,3.47,0.0098,0.0098,0.098,-0.1385,1904,1900s
1905-01-01,8.43,304.76,18.46,,18.92,3.48,0.0218,0.0218,0.098,-0.1196,1905,1900s
1905-02-01,8.8,318.13,19.17,,18.92,3.48,0.0439,0.0439,0.0859,-0.081,1905,1900s
1905-03-01,9.05,330.89,19.83,,18.92,3.47,0.0284,0.0401,0.0799,-0.0442,1905,1900s
1905-04-01,8.94,326.86,19.48,,18.92,3.47,-0.0122,-0.0122,0.0897,-0.0558,1905,1900s
1905-05-01,8.5,314.35,18.63,,18.92,3.46,-0.0492,-0.0383,0.1081,-0.0919,1905,1900s
1905-06-01,8.6,318.05,18.74,,18.92,3.46,0.0118,0.0118,0.1064,-0.0813,1905,1900s
1905-07-01,8.87,328.03,19.21,,18.92,3.46,0.0314,0.0314,0.105,-0.0524,1905,1900s
1905-08-01,9.2,336.37,19.57,,18.92,3.45,0.0372,0.0254,0.1054,-0.0283,1905,1900s
1905-09-01,9.23,341.35,19.74,,18.92,3.45,0.0033,0.0148,0.1045,-0.014,1905,1900s
1905-10-01,9.36,346.15,19.9,,18.92,3.44,0.0141,0.0141,0.0956,-0.0001,1905,1900s
1905-11-01,9.31,340.39,19.44,,18.92,3.44,-0.0053,-0.0166,0.088,-0.0167,1905,1900s
1905-12-01,9.54,344.88,19.58,,18.92,3.43,0.0247,0.0132,0.089,-0.0038,1905,1900s
1906-01-01,9.87,356.81,20.13,,18.9,3.43,0.0346,0.0346,0.0914,0.0,1906,1900s
1906-02-01,9.8,354.28,19.87,,18.9,3.45,-0.0071,-0.0071,0.087,-0.0071,1906,1900s
1906-03-01,9.56,345.61,19.26,,18.9,3.47,-0.0245,-0.0245,0.0904,-0.0314,1906,1900s
1906-04-01,9.43,340.91,18.88,,18.9,3.49,-0.0136,-0.0136,0.0907,-0.0446,1906,1900s
1906-05-01,9.18,328.18,18.05,,18.9,3.51,-0.0265,-0.0373,0.0779,-0.0802,1906,1900s
1906-06-01,9.3,332.47,18.17,,18.9,3.53,0.0131,0.0131,0.078,-0.0682,1906,1900s
1906-07-01,9.06,335.06,18.2,,18.9,3.55,-0.0258,0.0078,0.0792,-0.061,1906,1900s
1906-08-01,9.73,351.75,18.97,,18.9,3.57,0.074,0.0498,0.1022,-0.0142,1906,1900s
1906-09-01,10.03,358.57,19.2,,18.9,3.59,0.0308,0.0194,0.1054,0.0,1906,1900s
1906-10-01,9.73,340.28,18.1,,18.9,3.61,-0.0299,-0.051,0.1113,-0.051,1906,1900s
1906-11-01,9.93,343.54,18.14,,18.9,3.63,0.0206,0.0096,0.112,-0.0419,1906,1900s
1906-12-01,9.84,336.81,17.66,,18.9,3.65,-0.0091,-0.0196,0.1109,-0.0607,1906,1900s
1907-01-01,9.56,330.74,17.22,,18.94,3.67,-0.0285,-0.018,0.1093,-0.0776,1907,1900s
1907-02-01,9.26,313.62,16.22,,18.94,3.69,-0.0314,-0.0518,0.1131,-0.1254,1907,1900s
1907-03-01,8.35,285.81,14.69,,18.94,3.7,-0.0983,-0.0887,0.1466,-0.2029,1907,1900s
1907-04-01,8.39,287.18,14.67,,18.94,3.72,0.0048,0.0048,0.1473,-0.1991,1907,1900s
1907-05-01,8.1,271.47,13.79,,18.94,3.74,-0.0346,-0.0547,0.1486,-0.2429,1907,1900s
1907-06-01,7.84,260.05,13.14,,18.94,3.75,-0.0321,-0.0421,0.148,-0.2748,1907,1900s
1907-07-01,8.14,270.0,13.59,,18.94,3.77,0.0383,0.0383,0.1557,-0.247,1907,1900s
1907-08-01,7.53,249.77,12.51,,18.94,3.79,-0.0749,-0.0749,0.1407,-0.3034,1907,1900s
1907-09-01,7.45,247.12,12.33,,18.94,3.8,-0.0106,-0.0106,0.13,-0.3108,1907,1900s
1907-10-01,6.64,218.0,10.83,,18.94,3.82,-0.1087,-0.1178,0.1554,-0.392,1907,1900s
1907-11-01,6.25,213.93,10.59,,18.94,3.84,-0.0587,-0.0187,0.1471,-0.4034,1907,1900s
1907-12-01,6.57,229.77,11.33,,18.94,3.85,0.0512,0.074,0.1701,-0.3592,1907,1900s
1908-01-01,6.85,242.19,11.9,,18.95,3.87,0.0426,0.0541,0.1858,-0.3246,1908,1900s
1908-02-01,6.6,235.95,11.55,,18.95,3.86,-0.0365,-0.0258,0.1861,-0.342,1908,1900s
1908-03-01,6.87,245.6,11.98,,18.95,3.85,0.0409,0.0409,0.1794,-0.3151,1908,1900s
1908-04-01,7.24,255.98,12.45,,18.95,3.84,0.0539,0.0423,0.1916,-0.2861,1908,1900s
1908-05-01,7.63,269.77,13.08,,18.95,3.83,0.0539,0.0539,0.1998,-0.2477,1908,1900s
1908-06-01,7.64,270.13,13.05,,18.95,3.82,0.0013,0.0013,0.1974,-0.2466,1908,1900s
1908-07-01,7.92,276.98,13.35,,18.95,3.81,0.0366,0.0254,0.197,-0.2275,1908,1900s
1908-08-01,8.26,288.87,13.88,,18.95,3.81,0.0429,0.0429,0.1834,-0.1944,1908,1900s
1908-09-01,8.17,285.72,13.7,,18.95,3.8,-0.0109,-0.0109,0.1834,-0.2032,1908,1900s
1908-10-01,8.27,286.11,13.69,,18.95,3.79,0.0122,0.0014,0.1311,-0.2021,1908,1900s
1908-11-01,8.83,302.24,14.44,,18.95,3.78,0.0677,0.0564,0.1082,-0.1571,1908,1900s
1908-12-01,9.03,305.83,14.58,,18.95,3.77,0.0227,0.0119,0.1057,-0.1471,1908,1900s
1909-01-01,9.06,310.11,14.76,,18.96,3.76,0.0033,0.014,0.1068,-0.1351,1909,1900s
1909-02-01,8.8,298.04,14.17,,18.96,3.77,-0.0287,-0.0389,0.1022,-0.1688,1909,1900s
1909-03-01,8.92,302.1,14.34,,18.96,3.78,0.0136,0.0136,0.1011,-0.1575,1909,1900s
1909-04-01,9.32,309.14,14.65,,18.96,3.8,0.0448,0.0233,0.0984,-0.1379,1909,1900s
1909-05-01,9.63,316.17,14.95,,18.96,3.81,0.0333,0.0227,0.093,-0.1182,1909,1900s
1909-06-01,9.8,318.5,15.04,,18.96,3.82,0.0177,0.0074,0.0909,-0.1117,1909,1900s
1909-07-01,9.94,323.05,15.23,,18.96,3.83,0.0143,0.0143,0.0895,-0.0991,1909,1900s
1909-08-01,10.18,327.54,15.42,,18.96,3.85,0.0241,0.0139,0.086,-0.0865,1909,1900s
1909-09-01,10.19,324.61,15.25,,18.96,3.86,0.001,-0.0089,0.0824,-0.0947,1909,1900s
1909-10-01,10.23,319.56,14.99,,18.96,3.87,0.0039,-0.0156,0.0836,-0.1088,1909,1900s
1909-11-01,10.18,314.94,14.75,,18.96,3.88,-0.0049,-0.0145,0.0663,-0.1217,1909,1900s
1909-12-01,10.3,315.62,14.75,,18.96,3.9,0.0118,0.0022,0.0653,-0.1198,1909,1900s
1910-01-01,10.08,311.85,14.55,,18.92,3.91,-0.0214,-0.0119,0.0728,-0.1303,1910,1910s
1910-02-01,9.72,300.71,14.0,,18.92,3.92,-0.0357,-0.0357,0.077,-0.1614,1910,1910s
1910-03-01,9.96,302.32,14.05,,18.92,3.92,0.0247,0.0054,0.0786,-0.1569,1910,1910s
1910-04-01,9.72,292.28,13.56,,18.92,3.93,-0.0241,-0.0332,0.0749,-0.1849,1910,1910s
1910-05-01,9.56,292.94,13.57,,18.92,3.93,-0.0165,0.0023,0.0698,-0.183,1910,1910s
1910-06-01,9.1,281.53,13.02,,18.92,3.94,-0.0481,-0.0389,0.0813,-0.2149,1910,1910s
1910-07-01,8.64,267.3,12.34,,18.92,3.95,-0.0505,-0.0505,0.0892,-0.2545,1910,1910s
1910-08-01,8.85,276.45,12.75,,18.92,3.95,0.0243,0.0342,0.0893,-0.229,1910,1910s
1910-09-01,8.91,281.06,12.94,,18.92,3.96,0.0068,0.0167,0.0903,-0.2162,1910,1910s
1910-10-01,9.32,302.9,13.92,,18.92,3.96,0.046,0.0777,0.1062,-0.1553,1910,1910s
1910-11-01,9.31,308.81,14.16,,18.92,3.97,-0.0011,0.0195,0.1064,-0.1388,1910,1910s
1910-12-01,9.05,300.19,13.74,,18.92,3.97,-0.0279,-0.0279,0.1061,-0.1628,1910,1910s
1911-01-01,9.27,307.48,14.05,,18.92,3.98,0.0243,0.0243,0.1107,-0.1425,1911,1910s
1911-02-01,9.43,322.77,14.72,,18.92,3.98,0.0173,0.0497,0.1081,-0.0998,1911,1910s
1911-03-01,9.32,315.65,14.37,,18.92,3.98,-0.0117,-0.0221,0.1043,-0.1197,1911,1910s
1911-04-01,9.28,324.54,14.75,,18.92,3.99,-0.0043,0.0282,0.1022,-0.0949,1911,1910s
1911-05-01,9.48,331.54,15.05,,18.92,3.99,0.0216,0.0216,0.104,-0.0754,1911,1910s
1911-06-01,9.67,338.18,15.33,,18.92,3.99,0.02,0.02,0.0914,-0.0569,1911,1910s
1911-07-01,9.63,333.16,15.08,,18.92,4.0,-0.0041,-0.0148,0.0695,-0.0709,1911,1910s
1911-08-01,9.17,307.33,13.9,,18.92,4.0,-0.0478,-0.0775,0.0875,-0.1429,1911,1910s
1911-09-01,8.67,287.58,13.0,,18.92,4.0,-0.0545,-0.0643,0.1046,-0.198,1911,1910s
1911-10-01,8.72,289.24,13.07,,18.92,4.0,0.0058,0.0058,0.0915,-0.1934,1911,1910s
1911-11-01,9.07,303.98,13.73,,18.92,4.0,0.0401,0.051,0.1022,-0.1522,1911,1910s
1911-12-01,9.11,308.54,13.93,,18.92,4.01,0.0044,0.015,0.0982,-0.1395,1911,1910s
1912-01-01,9.12,305.66,13.79,,18.93,4.01,0.0011,-0.0093,0.0948,-0.1476,1912,1910s
1912-02-01,9.04,299.86,13.53,,18.93,4.05,-0.0088,-0.019,0.0929,-0.1637,1912,1910s
1912-03-01,9.3,302.25,13.64,,18.93,4.08,0.0288,0.008,0.0976,-0.1571,1912,1910s
1912-04-01,9.59,302.51,13.65,,18.93,4.12,0.0312,0.0009,0.1021,-0.1563,1912,1910s
1912-05-01,9.58,302.19,13.65,,18.93,4.16,-0.001,-0.0011,0.1002,-0.1572,1912,1910s
1912-06-01,9.58,305.18,13.79,,18.93,4.19,0.0,0.0099,0.098,-0.1489,1912,1910s
1912-07-01,9.59,305.5,13.8,,18.93,4.23,0.001,0.001,0.098,-0.148,1912,1910s
1912-08-01,9.81,309.44,13.98,,18.93,4.27,0.0229,0.0129,0.085,-0.137,1912,1910s
1912-09-01,9.86,308.0,13.93,,18.93,4.3,0.0051,-0.0047,0.054,-0.141,1912,1910s
