match_id,player_id,match_time,item_equipped,won,match_duration_min
13473,1320,2026-02-05 14:11:00,Aegis Shield,1,24
13474,1321,2026-03-30 21:26:00,leather vest,0,5
13475,1321,2026-03-31 00:53:00,Iron Sword,1,22
13476,1321,2026-03-30 19:54:00,Plate Mail,1,8
13477,1321,2026-03-31 02:23:00,Phoenix Blade,1,21
13478,1321,2026-04-04 14:21:00,Iron Sword,0,17
13479,1321,2026-04-04 09:31:00,Frost Wand,0,24
13480,1321,2026-04-05 00:26:00,Frost Wand,1,14
13481,1321,2026-04-10 00:47:00,Aegis Shield,0,11
13482,1321,2026-04-10 03:55:00,Phoenix Blade,1,16
13483,1321,2026-05-21 05:39:00,Lucky Coin,0,10
13484,1321,2026-05-21 01:16:00,  Aegis Shield ,0,15
13485,1321,2026-05-20 21:45:00,Phoenix Blade,1,22
13486,1321,2026-05-21 07:07:00,Storm Bow,0,5
13487,1321,2026-05-22 09:02:00,Lucky Coin,1,16
13488,1321,2026-05-22 15:02:00,Leather Vest,1,9
13489,1321,2026-05-23 06:07:00,Healing Charm,1,18
13490,1321,2026-05-27 03:33:00,Lucky Coin,1,14
13491,1321,2026-05-26 13:21:00,Aegis Shield,1,25
13492,1321,2026-05-26 13:03:00,Leather Vest,0,10
13493,1321,2026-05-27 05:52:00,Healing Charm,1,13
13494,1321,2026-05-27 22:38:00,Lucky Coin,0,7
13495,1321,2026-05-28 06:57:00,Healing Charm,1,19
13496,1321,2026-05-28 01:09:00,Healing Charm,0,20
13497,1321,2026-05-27 15:01:00,Phoenix Blade,0,18
13498,1322,2026-01-14 21:50:00,Iron Sword,0,5
13499,1322,2026-01-27 11:42:00,  Iron Sword ,1,15
13500,1322,2026-01-27 08:46:00,lucky coin,1,19
13501,1322,2026-01-26 23:05:00,rusty dagger,1,7
13502,1322,2026-01-27 06:43:00,  Phoenix Blade ,0,15
13503,1322,2026-01-28 18:46:00,Iron Sword,1,18
13504,1322,2026-01-28 16:18:00,  Phoenix Blade ,0,23
13505,1322,2026-04-03 03:36:00,Leather Vest,1,22
13506,1322,2026-04-03 11:05:00,Frost Wand,1,25
13507,1322,2026-04-03 04:54:00,IRON SWORD,0,10
13508,1322,2026-04-03 00:57:00,Healing Charm,0,5
13509,1322,2026-05-03 09:47:00,Healing Charm,0,12
13510,1322,2026-05-02 19:58:00,rusty dagger,0,7
13511,1322,2026-05-03 07:59:00,PHOENIX BLADE,1,24
13512,1322,2026-05-02 13:55:00,Storm Bow,0,12
13513,1322,2026-05-03 22:47:00,Aegis Shield,1,16
13514,1322,2026-05-03 15:26:00,Aegis Shield,0,18
13515,1322,2026-05-03 16:34:00,Rusty Dagger,0,5
13516,1322,2026-05-03 15:41:00,Iron Sword,1,20
13517,1322,2026-05-05 20:39:00,Iron Sword,1,14
13518,1322,2026-05-06 00:07:00,Lucky Coin,1,18
13519,1322,2026-05-06 09:10:00,Phoenix Blade,1,11
13520,1322,2026-05-10 12:44:00,RUSTY DAGGER,0,21
13521,1322,2026-05-10 16:08:00,Iron Sword,1,20
13522,1322,2026-05-10 16:06:00,Aegis Shield,1,16
13523,1323,2026-03-13 05:35:00,Phoenix Blade,1,10
13524,1323,2026-03-13 13:47:00,  Aegis Shield ,1,21
13525,1323,2026-03-13 14:14:00,Healing Charm,0,6
13526,1323,2026-03-12 22:55:00,Iron Sword,0,11
13527,1324,2026-03-06 16:24:00,  Phoenix Blade ,0,9
13528,1324,2026-03-06 02:18:00,Storm Bow,1,15
13529,1324,2026-03-07 01:09:00,Phoenix Blade,1,8
13530,1324,2026-03-07 17:35:00,Leather Vest,0,13
13531,1324,2026-03-07 23:04:00,Phoenix Blade,1,24
13532,1324,2026-03-08 00:06:00,Iron Sword,1,7
13533,1324,2026-03-08 00:33:00,Iron Sword,1,16
13534,1324,2026-03-09 12:52:00,Aegis Shield,1,14
13535,1324,2026-03-09 18:22:00,PLATE MAIL,1,23
13536,1324,2026-03-10 22:34:00,Aegis Shield,0,9
13537,1324,2026-03-10 06:58:00,Leather Vest,0,17
13538,1324,2026-03-10 22:41:00,Lucky Coin,1,10
13539,1325,2026-02-17 17:26:00,Aegis Shield,1,9
13540,1325,2026-02-18 02:13:00,Phoenix Blade,0,19
13541,1325,2026-02-19 04:58:00,Storm Bow,0,14
13542,1326,2026-02-03 18:33:00,Phoenix Blade,1,24
13543,1326,2026-02-05 14:17:00,Iron Sword,0,5
13544,1326,2026-02-05 06:50:00,  Leather Vest ,1,20
13545,1326,2026-02-07 19:04:00,Iron Sword,0,5
13546,1326,2026-02-08 06:59:00,Plate Mail,1,5
13547,1326,2026-02-09 23:44:00,PHOENIX BLADE,1,14
13548,1326,2026-02-10 14:51:00,Iron Sword,1,18
13549,1326,2026-02-10 10:07:00,Healing Charm,1,17
13550,1327,2026-01-09 23:20:00,Storm Bow,0,11
13551,1327,2026-01-09 22:03:00,Aegis Shield,0,7
13552,1327,2026-01-09 18:48:00,Rusty Dagger,1,13
13553,1327,2026-01-09 15:06:00,Plate Mail,1,12
13554,1327,2026-01-11 05:55:00,Leather Vest,1,7
13555,1327,2026-01-10 19:49:00,Iron Sword,0,9
13556,1327,2026-01-11 00:09:00,Iron Sword,1,16
13557,1327,2026-01-13 05:19:00,IRON SWORD,1,21
13558,1327,2026-01-12 13:55:00,Rusty Dagger,0,24
13559,1327,2026-01-13 22:22:00,Storm Bow,0,25
13560,1327,2026-01-13 15:51:00,Iron Sword,1,6
13561,1327,2026-01-15 02:02:00,Storm Bow,1,15
13562,1327,2026-01-16 08:09:00,Lucky Coin,1,18
13563,1327,2026-01-16 12:29:00,Iron Sword,0,22
13564,1327,2026-01-16 11:01:00,Phoenix Blade,0,23
13565,1329,2026-03-25 17:56:00,Leather Vest,0,15
13566,1329,2026-03-25 02:47:00,Lucky Coin,0,20
13567,1329,2026-03-25 20:11:00,Leather Vest,0,16
13568,1330,2026-03-25 22:45:00,Storm Bow,0,6
13569,1330,2026-03-27 06:58:00,Storm Bow,1,20
13570,1330,2026-03-28 04:49:00,aegis shield,1,23
13571,1330,2026-03-28 02:17:00,Lucky Coin,1,21
13572,1330,2026-03-27 23:54:00,Iron Sword,0,17
13573,1330,2026-03-28 00:14:00,Phoenix Blade,1,10
13574,1330,2026-03-30 02:17:00,Rusty Dagger,0,12
13575,1330,2026-03-30 15:27:00,Rusty Dagger,1,5
13576,1330,2026-03-31 03:48:00,Rusty Dagger,0,16
13577,1330,2026-04-01 20:33:00,Lucky Coin,1,6
13578,1330,2026-04-02 07:48:00,Leather Vest,1,20
13579,1330,2026-04-01 19:10:00,Aegis Shield,0,21
13580,1330,2026-04-01 10:04:00,Aegis Shield,0,15
13581,1330,2026-04-02 11:46:00,Rusty Dagger,1,12
13582,1330,2026-04-02 15:49:00,Phoenix Blade,1,24
13583,1330,2026-04-02 12:27:00,Rusty Dagger,1,24
13584,1331,2026-02-26 08:25:00,aegis shield,1,25
13585,1331,2026-02-26 03:33:00,Leather Vest,1,8
13586,1331,2026-02-27 22:45:00,Lucky Coin,0,5
13587,1331,2026-02-27 08:53:00,Aegis Shield,1,16
13588,1331,2026-02-27 20:44:00,Frost Wand,1,10
13589,1331,2026-02-27 13:52:00,  Rusty Dagger ,0,22
13590,1332,2026-02-11 05:35:00,Phoenix Blade,1,5
13591,1332,2026-02-11 14:50:00,Phoenix Blade,1,16
13592,1332,2026-02-11 22:13:00,lucky coin,1,13
13593,1332,2026-02-11 11:52:00,Phoenix Blade,1,16
13594,1332,2026-02-12 18:36:00,Aegis Shield,0,5
13595,1332,2026-02-12 05:17:00,Rusty Dagger,1,19
13596,1332,2026-02-13 14:07:00,aegis shield,0,14
13597,1332,2026-02-14 11:11:00,Plate Mail,0,16
13598,1332,2026-02-14 17:11:00,aegis shield,1,23
13599,1332,2026-02-15 14:53:00,Leather Vest,1,12
13600,1332,2026-02-15 23:01:00,Rusty Dagger,0,20
13601,1332,2026-02-15 08:34:00,Phoenix Blade,1,20
13602,1332,2026-02-16 17:13:00,  Phoenix Blade ,1,10
13603,1332,2026-02-16 08:22:00,Iron Sword,1,8
13604,1332,2026-02-16 07:29:00,Frost Wand,1,6
13605,1332,2026-02-21 00:16:00,Healing Charm,1,11
13606,1332,2026-02-20 09:10:00,Iron Sword,1,24
13607,1332,2026-02-20 10:49:00,Rusty Dagger,0,8
13608,1332,2026-02-21 12:27:00,Phoenix Blade,0,12
13609,1332,2026-02-21 06:47:00,Healing Charm,1,24
13610,1332,2026-02-22 21:24:00,Phoenix Blade,1,6
13611,1332,2026-02-22 22:06:00,Rusty Dagger,1,11
13612,1332,2026-02-22 19:12:00,RUSTY DAGGER,0,25
13613,1332,2026-02-23 18:16:00,Rusty Dagger,0,21
13614,1332,2026-02-24 01:05:00,Phoenix Blade,1,6
13615,1332,2026-02-25 18:12:00,Phoenix Blade,0,7
13616,1332,2026-02-25 12:06:00,PHOENIX BLADE,1,13
13617,1332,2026-02-25 10:49:00,RUSTY DAGGER,1,16
13618,1332,2026-02-25 23:10:00,Frost Wand,0,23
13619,1332,2026-02-28 05:19:00,Iron Sword,1,5
13620,1332,2026-03-01 03:28:00,Storm Bow,0,18
13621,1332,2026-02-28 11:46:00,Lucky Coin,0,15
13622,1332,2026-03-03 00:55:00,Storm Bow,1,23
13623,1332,2026-03-02 17:17:00,Plate Mail,1,14
13624,1332,2026-03-03 18:00:00,Frost Wand,0,16
13625,1332,2026-03-03 19:01:00,Aegis Shield,1,23
13626,1332,2026-03-04 01:06:00,Aegis Shield,0,25
13627,1332,2026-03-04 21:41:00,Plate Mail,0,13
13628,1332,2026-03-04 05:04:00,Phoenix Blade,1,10
13629,1332,2026-03-05 04:55:00,IRON SWORD,1,6
13630,1332,2026-03-05 09:50:00,Phoenix Blade,1,14
13631,1332,2026-03-05 22:30:00,Phoenix Blade,1,10
13632,1332,2026-03-06 01:23:00,Aegis Shield,1,13
13633,1332,2026-03-06 04:03:00,Aegis Shield,1,17
13634,1332,2026-03-06 18:48:00,Storm Bow,0,19
13635,1332,2026-03-08 10:49:00,storm bow,0,23
13636,1332,2026-03-10 01:48:00,Aegis Shield,0,23
13637,1332,2026-03-09 07:29:00,Lucky Coin,1,16
13638,1332,2026-03-10 02:50:00,Phoenix Blade,1,14
13639,1332,2026-03-11 23:21:00,Iron Sword,0,11
13640,1332,2026-03-11 18:24:00,Frost Wand,0,5
13641,1332,2026-03-11 08:09:00,Leather Vest,1,25
13642,1332,2026-03-11 08:16:00,aegis shield,0,11
13643,1332,2026-03-12 16:44:00,Aegis Shield,1,21
13644,1332,2026-03-13 02:19:00,  Iron Sword ,1,21
13645,1332,2026-03-13 03:25:00,Aegis Shield,1,24
13646,1332,2026-03-12 13:47:00,Plate Mail,0,22
13647,1332,2026-03-13 19:27:00,Iron Sword,0,18
13648,1332,2026-03-13 22:57:00,Leather Vest,0,18
13649,1332,2026-03-13 10:38:00,PHOENIX BLADE,1,15
13650,1332,2026-03-15 13:05:00,Aegis Shield,1,24
13651,1332,2026-05-23 01:45:00,Lucky Coin,0,8
13652,1332,2026-05-22 09:15:00,Healing Charm,1,18
13653,1332,2026-05-22 14:55:00,Phoenix Blade,0,8
13654,1332,2026-05-22 08:40:00,Phoenix Blade,1,8
13655,1333,2026-03-28 22:41:00,Aegis Shield,0,10
13656,1334,2026-03-30 15:13:00,  Frost Wand ,1,25
13657,1334,2026-03-30 08:37:00,Aegis Shield,1,5
13658,1334,2026-03-30 08:55:00,Leather Vest,1,6
13659,1334,2026-03-30 15:32:00,Leather Vest,0,16
13660,1335,2026-02-24 06:54:00,Rusty Dagger,1,23
13661,1335,2026-02-24 09:56:00,Iron Sword,1,20
13662,1336,2026-01-17 11:22:00,Leather Vest,0,21
13663,1336,2026-01-16 16:46:00,Iron Sword,0,20
13664,1336,2026-01-16 19:41:00,HEALING CHARM,0,18
13665,1338,2026-04-01 01:48:00,Frost Wand,0,11
13666,1338,2026-04-01 02:00:00,Phoenix Blade,1,22
13667,1338,2026-04-01 13:26:00,lucky coin,0,20
13668,1339,2026-03-22 01:17:00,phoenix blade,1,14
13669,1339,2026-03-21 14:08:00,Phoenix Blade,0,21
13670,1339,2026-03-22 11:49:00,Aegis Shield,0,11
13671,1339,2026-03-23 06:34:00,Aegis Shield,1,16
13672,1339,2026-03-23 09:52:00,Iron Sword,1,7
13673,1339,2026-03-22 14:35:00,Iron Sword,0,9
13674,1340,2026-01-28 20:35:00,Storm Bow,1,22
13675,1340,2026-01-29 04:13:00,Phoenix Blade,1,16
13676,1340,2026-01-29 13:49:00,Phoenix Blade,0,20
13677,1340,2026-01-29 04:54:00,iron sword,1,11
13678,1341,2026-03-27 06:07:00,Leather Vest,0,13
13679,1343,2026-02-19 19:20:00,Iron Sword,1,14
13680,1343,2026-02-19 04:20:00,Phoenix Blade,1,12
13681,1343,2026-02-20 22:41:00,Iron Sword,0,22
13682,1344,2026-03-03 06:44:00,Iron Sword,1,13
13683,1344,2026-03-02 17:17:00,frost wand,0,9
13684,1344,2026-03-04 02:50:00,Plate Mail,0,21
13685,1345,2026-01-03 04:56:00,Storm Bow,0,20
13686,1345,2026-01-03 05:02:00,Storm Bow,1,12
13687,1345,2026-01-03 03:37:00,Rusty Dagger,0,7
13688,1346,2026-01-22 02:26:00,Plate Mail,1,18
13689,1346,2026-01-21 22:20:00,rusty dagger,0,15
13690,1346,2026-01-22 17:23:00,Phoenix Blade,1,6
13691,1346,2026-01-22 06:53:00,rusty dagger,1,12
13692,1346,2026-01-22 21:18:00,Leather Vest,0,25
13693,1346,2026-01-23 01:59:00,Iron Sword,0,23
13694,1346,2026-01-23 15:02:00,Lucky Coin,0,13
13695,1346,2026-01-22 21:43:00,Iron Sword,0,20
13696,1346,2026-01-24 03:38:00,  Phoenix Blade ,1,12
13697,1346,2026-01-24 14:07:00,Iron Sword,0,10
13698,1346,2026-01-24 07:15:00,Rusty Dagger,0,14
13699,1346,2026-01-27 16:47:00,Leather Vest,0,21
13700,1346,2026-01-27 08:23:00,Storm Bow,1,11
13701,1346,2026-01-27 18:56:00,Iron Sword,0,7
13702,1346,2026-01-28 10:39:00,iron sword,0,18
13703,1346,2026-01-27 22:44:00,Rusty Dagger,1,10
13704,1347,2026-01-13 04:06:00,Storm Bow,1,18
13705,1349,2026-03-06 01:17:00,Rusty Dagger,0,6
13706,1349,2026-03-06 16:08:00,Iron Sword,1,11
13707,1349,2026-03-06 11:16:00,Lucky Coin,0,17
13708,1349,2026-03-07 14:09:00,Iron Sword,1,19
13709,1349,2026-03-07 19:51:00,Iron Sword,1,6
13710,1349,2026-03-08 15:53:00,Aegis Shield,0,16
13711,1349,2026-03-09 00:25:00,Phoenix Blade,0,6
13712,1349,2026-03-09 09:15:00,Iron Sword,0,24
13713,1349,2026-03-11 19:08:00,Leather Vest,1,13
13714,1349,2026-03-12 05:48:00,Storm Bow,0,12
13715,1349,2026-03-12 06:00:00,Rusty Dagger,1,10
13716,1349,2026-03-13 09:23:00,Storm Bow,0,11
13717,1349,2026-03-13 08:41:00,Healing Charm,1,20
13718,1349,2026-03-13 05:10:00,Phoenix Blade,1,13
13719,1350,2026-03-18 09:18:00,Aegis Shield,0,5
13720,1352,2026-02-13 23:13:00,Iron Sword,0,5
13721,1352,2026-02-14 06:13:00,Aegis Shield,1,23
13722,1352,2026-02-16 11:58:00,Leather Vest,1,23
13723,1352,2026-02-15 16:32:00,Healing Charm,0,24
13724,1352,2026-02-15 16:52:00,Phoenix Blade,0,24
13725,1352,2026-02-16 14:53:00,Storm Bow,1,25
13726,1352,2026-03-01 23:41:00,Phoenix Blade,1,17
13727,1352,2026-03-02 15:05:00,Rusty Dagger,0,5
13728,1352,2026-03-03 15:48:00,Phoenix Blade,1,22
13729,1352,2026-03-02 22:05:00,Rusty Dagger,0,12
13730,1352,2026-03-03 22:10:00,Phoenix Blade,1,19
13731,1352,2026-03-04 08:10:00,aegis shield,1,5
13732,1352,2026-03-04 03:59:00,Storm Bow,1,18
13733,1352,2026-03-03 17:36:00,  Iron Sword ,0,15
13734,1352,2026-03-06 17:35:00,Phoenix Blade,0,10
13735,1352,2026-03-07 02:47:00,Aegis Shield,1,11
13736,1352,2026-03-07 09:35:00,Phoenix Blade,1,6
13737,1352,2026-03-06 17:37:00,Leather Vest,1,13
13738,1352,2026-03-09 06:50:00,Rusty Dagger,0,12
13739,1352,2026-03-09 16:01:00,Leather Vest,0,12
13740,1352,2026-03-09 04:36:00,Healing Charm,1,14
13741,1352,2026-03-08 18:44:00,Storm Bow,0,15
13742,1352,2026-03-10 14:18:00,Iron Sword,0,17
13743,1352,2026-03-10 14:33:00,Phoenix Blade,1,5
13744,1352,2026-03-09 19:05:00,  Healing Charm ,0,20
13745,1352,2026-03-10 14:29:00,iron sword,1,18
13746,1352,2026-03-18 20:12:00,Storm Bow,0,15
13747,1352,2026-03-19 04:54:00,Lucky Coin,1,21
13748,1352,2026-03-19 04:40:00,Iron Sword,0,22
13749,1352,2026-03-20 03:01:00,Rusty Dagger,0,9
13750,1352,2026-03-20 04:48:00,Phoenix Blade,1,8
13751,1352,2026-03-20 11:59:00,Leather Vest,0,13
13752,1352,2026-03-20 05:32:00,Phoenix Blade,0,18
13753,1352,2026-03-21 01:32:00,Phoenix Blade,1,20
13754,1352,2026-03-30 19:16:00,Phoenix Blade,1,22
13755,1352,2026-03-31 00:25:00,Rusty Dagger,0,18
13756,1352,2026-03-30 20:28:00,Storm Bow,1,18
13757,1352,2026-04-01 13:47:00,Aegis Shield,1,13
13758,1352,2026-04-01 08:40:00,  Storm Bow ,0,24
13759,1352,2026-03-31 22:48:00,Frost Wand,1,25
13760,1352,2026-04-01 00:22:00,Lucky Coin,0,14
13761,1352,2026-04-04 21:46:00,Rusty Dagger,1,20
13762,1352,2026-04-04 19:08:00,plate mail,1,9
13763,1352,2026-04-05 00:27:00,Leather Vest,1,7
13764,1352,2026-04-05 13:42:00,Frost Wand,0,12
13765,1352,2026-04-05 22:36:00,Leather Vest,0,6
13766,1352,2026-04-06 12:15:00,Storm Bow,1,25
13767,1352,2026-04-06 04:06:00,  Phoenix Blade ,1,18
13768,1352,2026-04-07 09:09:00,Iron Sword,1,20
13769,1352,2026-04-07 01:48:00,plate mail,0,11
13770,1352,2026-04-07 15:37:00,Phoenix Blade,1,14
13771,1352,2026-04-07 06:28:00,Lucky Coin,1,22
13772,1352,2026-04-25 15:17:00,LUCKY COIN,0,16
13773,1352,2026-04-25 11:45:00,Leather Vest,1,20
13774,1352,2026-04-25 12:59:00,Iron Sword,1,18
13775,1352,2026-05-01 17:45:00,Leather Vest,0,21
13776,1352,2026-05-01 18:07:00,  Rusty Dagger ,1,13
13777,1352,2026-05-02 15:44:00,Leather Vest,0,24
13778,1352,2026-05-15 22:21:00,Storm Bow,0,21
13779,1352,2026-05-16 08:10:00,Phoenix Blade,0,25
13780,1354,2026-01-11 16:05:00,iron sword,0,17
13781,1354,2026-01-11 07:57:00,Phoenix Blade,1,15
13782,1354,2026-01-11 09:40:00,  Storm Bow ,0,10
13783,1354,2026-01-14 07:11:00,Frost Wand,0,20
13784,1354,2026-01-15 20:16:00,Lucky Coin,0,19
13785,1354,2026-01-16 07:43:00,  Phoenix Blade ,0,22
13786,1354,2026-01-16 13:18:00,PHOENIX BLADE,1,18
13787,1354,2026-01-16 17:37:00,Storm Bow,1,20
13788,1354,2026-01-18 13:56:00,Phoenix Blade,0,25
13789,1354,2026-01-18 08:30:00,Rusty Dagger,1,24
13790,1354,2026-01-18 12:34:00,Storm Bow,1,18
13791,1354,2026-01-18 23:49:00,Rusty Dagger,1,17
13792,1355,2026-01-16 05:58:00,Iron Sword,1,25
13793,1355,2026-01-16 08:09:00,Rusty Dagger,1,10
13794,1355,2026-01-16 07:00:00,Healing Charm,1,11
13795,1355,2026-01-16 05:37:00,Storm Bow,0,16
13796,1356,2026-02-15 13:10:00,  Aegis Shield ,0,16
13797,1356,2026-02-15 05:06:00,Storm Bow,0,12
13798,1356,2026-02-15 13:02:00,Phoenix Blade,0,20
13799,1357,2026-03-19 02:10:00,Frost Wand,0,5
13800,1357,2026-03-18 19:39:00,Iron Sword,1,5
13801,1357,2026-03-18 21:43:00,Aegis Shield,0,5
13802,1357,2026-03-18 18:57:00,Frost Wand,1,5
13803,1358,2026-03-16 22:34:00,Iron Sword,0,15
13804,1358,2026-03-17 03:45:00,Rusty Dagger,0,8
13805,1358,2026-03-16 23:07:00,Lucky Coin,0,13
13806,1358,2026-03-17 06:03:00,Frost Wand,0,12
13807,1360,2026-03-10 00:40:00,Lucky Coin,0,12
13808,1360,2026-03-10 15:58:00,Frost Wand,1,19
13809,1360,2026-03-10 16:05:00,Phoenix Blade,1,17
13810,1360,2026-03-12 03:42:00,Storm Bow,1,10
13811,1360,2026-03-13 19:16:00,Rusty Dagger,1,6
13812,1360,2026-03-14 20:44:00,Lucky Coin,1,13
13813,1360,2026-03-15 04:00:00,Aegis Shield,0,17
13814,1360,2026-03-14 22:15:00,Frost Wand,1,10
13815,1360,2026-03-23 11:21:00,  Iron Sword ,1,5
13816,1360,2026-03-23 15:56:00,Plate Mail,0,17
13817,1360,2026-03-24 20:06:00,Phoenix Blade,1,20
13818,1360,2026-03-25 13:59:00,Phoenix Blade,0,14
13819,1360,2026-05-03 00:28:00,HEALING CHARM,1,13
13820,1360,2026-05-03 06:59:00,Frost Wand,1,18
13821,1360,2026-05-03 07:31:00,IRON SWORD,1,9
13822,1360,2026-05-04 08:50:00,Storm Bow,0,8
13823,1360,2026-05-04 18:19:00,Iron Sword,1,12
13824,1360,2026-05-06 23:26:00,Storm Bow,0,7
13825,1360,2026-05-07 02:37:00,Storm Bow,0,18
13826,1360,2026-05-08 05:17:00,aegis shield,1,24
13827,1360,2026-05-07 22:27:00,Healing Charm,1,12
13828,1360,2026-05-08 11:24:00,Phoenix Blade,1,25
13829,1360,2026-05-09 17:19:00,Iron Sword,0,12
13830,1360,2026-05-08 20:43:00,Healing Charm,0,12
13831,1360,2026-05-09 12:16:00,Lucky Coin,0,24
13832,1360,2026-05-09 20:13:00,Phoenix Blade,0,10
13833,1360,2026-05-10 12:55:00,Healing Charm,0,9
13834,1360,2026-05-10 06:18:00,Storm Bow,1,22
13835,1360,2026-05-10 00:24:00,Leather Vest,0,11
13836,1360,2026-05-18 02:46:00,Aegis Shield,1,18
13837,1360,2026-05-25 07:28:00,phoenix blade,1,16
13838,1360,2026-05-25 19:19:00,Iron Sword,0,22
13839,1360,2026-05-26 11:29:00,Rusty Dagger,0,23
13840,1360,2026-05-25 22:50:00,Rusty Dagger,0,7
13841,1360,2026-05-26 02:02:00,Storm Bow,1,14
13842,1360,2026-05-26 10:13:00,Storm Bow,1,23
13843,1360,2026-05-28 07:45:00,Iron Sword,0,12
13844,1360,2026-06-08 09:45:00,  Phoenix Blade ,0,9
13845,1360,2026-06-08 03:31:00,Iron Sword,1,17
13846,1360,2026-06-08 06:47:00,Frost Wand,0,8
13847,1360,2026-06-08 01:49:00,Phoenix Blade,1,20
13848,1360,2026-06-24 15:09:00,Rusty Dagger,0,24
13849,1360,2026-06-24 01:45:00,Rusty Dagger,1,7
13850,1361,2026-01-12 06:52:00,Rusty Dagger,1,13
13851,1361,2026-01-13 21:43:00,Rusty Dagger,0,13
13852,1361,2026-02-14 07:39:00,  Iron Sword ,0,18
13853,1361,2026-02-22 04:52:00,Phoenix Blade,1,6
13854,1361,2026-02-22 16:44:00,Plate Mail,0,15
13855,1361,2026-03-07 22:28:00,Aegis Shield,1,25
13856,1361,2026-03-08 01:33:00,Healing Charm,0,14
13857,1361,2026-03-08 13:58:00,Lucky Coin,1,14
13858,1361,2026-03-07 22:20:00,Storm Bow,1,21
13859,1361,2026-03-09 16:57:00,Phoenix Blade,1,7
13860,1361,2026-03-09 02:36:00,Aegis Shield,0,20
13861,1361,2026-03-08 22:41:00,Leather Vest,0,6
13862,1361,2026-03-09 18:04:00,Lucky Coin,0,16
13863,1361,2026-03-10 15:02:00,Rusty Dagger,1,22
13864,1361,2026-03-10 14:42:00,Rusty Dagger,0,14
13865,1361,2026-03-20 15:12:00,Iron Sword,0,14
13866,1361,2026-04-04 08:29:00,Healing Charm,0,16
13867,1361,2026-04-04 21:52:00,Storm Bow,0,11
13868,1361,2026-04-04 10:09:00,Healing Charm,0,18
13869,1361,2026-04-04 14:08:00,Aegis Shield,1,22
13870,1361,2026-04-05 16:24:00,Healing Charm,0,23
13871,1361,2026-04-05 15:06:00,leather vest,0,21
13872,1361,2026-04-05 05:02:00,Aegis Shield,0,21
13873,1361,2026-04-26 22:58:00,Phoenix Blade,1,17
13874,1361,2026-04-27 20:29:00,Iron Sword,1,25
13875,1361,2026-04-27 02:39:00,Frost Wand,1,21
13876,1361,2026-04-29 15:59:00,Iron Sword,1,16
13877,1361,2026-04-29 02:05:00,Rusty Dagger,0,20
13878,1361,2026-04-29 05:03:00,Iron Sword,1,13
13879,1361,2026-04-30 18:12:00,Aegis Shield,1,9
13880,1361,2026-04-30 16:08:00,Storm Bow,1,21
13881,1363,2026-02-16 23:32:00,Aegis Shield,1,19
13882,1363,2026-02-16 14:11:00,Phoenix Blade,0,25
13883,1363,2026-02-16 22:29:00,RUSTY DAGGER,1,12
13884,1363,2026-02-16 11:07:00,Phoenix Blade,0,7
13885,1363,2026-02-17 20:33:00,Aegis Shield,0,5
13886,1363,2026-02-17 21:10:00,Phoenix Blade,1,25
13887,1363,2026-02-17 22:16:00,Aegis Shield,0,12
13888,1363,2026-02-17 12:08:00,Iron Sword,0,20
13889,1363,2026-02-18 09:45:00,iron sword,0,15
13890,1363,2026-02-18 19:35:00,AEGIS SHIELD,1,19
13891,1364,2026-02-01 04:31:00,Lucky Coin,1,6
13892,1364,2026-01-31 05:50:00,Iron Sword,0,11
13893,1364,2026-01-31 07:24:00,  Leather Vest ,1,6
13894,1364,2026-01-31 06:04:00,  Plate Mail ,1,19
13895,1364,2026-02-01 09:36:00,Rusty Dagger,1,25
13896,1364,2026-02-02 02:31:00,Leather Vest,0,20
13897,1364,2026-02-02 02:15:00,Phoenix Blade,1,25
13898,1364,2026-02-05 01:15:00,Plate Mail,1,8
13899,1364,2026-02-06 01:29:00,Aegis Shield,1,20
13900,1364,2026-02-05 06:55:00,storm bow,1,5
13901,1364,2026-02-05 06:23:00,lucky coin,1,12
13902,1364,2026-02-05 22:49:00,Leather Vest,1,10
13903,1364,2026-02-06 18:41:00,Phoenix Blade,1,15
13904,1364,2026-02-06 13:33:00,Rusty Dagger,0,21
13905,1364,2026-02-11 03:33:00,Leather Vest,1,5
13906,1364,2026-02-11 19:54:00,Leather Vest,0,16
13907,1364,2026-02-12 21:24:00,Plate Mail,1,7
13908,1364,2026-02-13 13:59:00,Aegis Shield,1,16
13909,1364,2026-02-15 15:49:00,Storm Bow,0,17
13910,1364,2026-02-15 21:16:00,Leather Vest,1,21
13911,1364,2026-03-12 04:47:00,Aegis Shield,1,21
13912,1364,2026-03-11 16:47:00,Leather Vest,1,14
13913,1364,2026-03-18 02:45:00,Leather Vest,0,16
13914,1364,2026-03-18 19:01:00,Rusty Dagger,1,16
13915,1364,2026-03-19 03:46:00,  Phoenix Blade ,0,13
13916,1364,2026-03-19 04:28:00,Storm Bow,0,7
13917,1364,2026-03-23 01:47:00,Leather Vest,1,25
13918,1364,2026-03-22 11:13:00,Rusty Dagger,1,17
13919,1364,2026-03-28 00:46:00,Iron Sword,0,25
13920,1364,2026-03-27 14:57:00,Iron Sword,0,20
13921,1364,2026-03-28 18:43:00,Phoenix Blade,1,11
13922,1364,2026-03-28 18:22:00,Storm Bow,1,21
13923,1364,2026-03-31 02:01:00,phoenix blade,1,24
13924,1364,2026-03-30 15:21:00,Leather Vest,0,8
