player_id,install_date,platform,country,acquisition_channel,is_payer,early_sessions,early_matches,early_playmin,lifetime_usd,last_active_day
1702,2026-01-03 13:34:00,Ios,DE,paid_social,0,1,1.0,14.0,0.0,0
1703,2026-01-07 13:13:00,Android,US,organic,0,3,0.0,13.0,0.0,0
1704,2026-02-09 12:08:00,Ios,GB,organic,0,1,0.0,17.0,0.0,0
1705,2026-03-15 18:31:00,Ios,FR,influencer,0,1,0.0,9.0,0.0,0
1706,2026-03-06 01:18:00,Android,US,influencer,0,1,3.0,17.0,0.0,0
1707,2026-02-08 13:32:00,Android,TR,paid_social,0,9,3.0,122.0,0.0,3
1708,2026-03-16 08:40:00,Android,IN,influencer,0,1,1.0,13.0,0.0,0
1709,2026-03-31 07:42:00,Android,US,organic,1,7,9.0,59.0,19.97,115
1710,2026-03-09 05:14:00,Android,US,organic,0,7,6.0,108.0,0.0,114
1711,2026-01-12 08:21:00,Android,IN,organic,1,9,8.0,125.0,3.56,14
1712,2026-01-16 15:31:00,Android,US,paid_social,0,6,1.0,75.0,0.0,115
1713,2026-03-10 19:58:00,Android,JP,organic,0,6,4.0,53.0,0.0,6
1714,2026-01-15 21:21:00,Web,DE,paid_social,0,5,1.0,81.0,0.0,97
1715,2026-01-26 00:01:00,Android,GB,organic,0,2,1.0,7.0,0.0,0
1716,2026-01-27 22:24:00,Ios,FR,organic,0,8,10.0,50.0,0.0,3
1717,2026-01-17 20:50:00,Web,GB,organic,0,4,8.0,33.0,0.0,6
1718,2026-02-21 05:48:00,Android,US,organic,0,5,11.0,50.0,0.0,11
1719,2026-02-23 04:20:00,Ios,US,organic,0,8,9.0,91.0,0.0,19
1720,2026-01-09 02:46:00,Android,BR,paid_social,0,4,3.0,55.0,0.0,0
1721,2026-03-27 00:22:00,Android,TR,paid_social,0,5,1.0,48.0,0.0,3
1722,2026-03-03 04:28:00,Web,TR,influencer,0,5,2.0,85.0,0.0,116
1723,2026-03-15 10:22:00,Ios,BR,paid_social,0,7,4.0,72.0,0.0,4
1724,2026-03-21 01:36:00,Android,US,organic,0,3,3.0,40.0,0.0,0
1725,2026-03-01 08:49:00,Ios,US,organic,0,1,0.0,5.0,0.0,0
1726,2026-03-16 23:10:00,Ios,US,organic,0,2,4.0,20.0,0.0,0
1727,2026-01-09 17:15:00,Ios,BR,paid_social,0,6,14.0,70.0,0.0,13
1728,2026-03-23 16:33:00,Android,IN,unknown,0,1,0.0,12.0,0.0,0
1729,2026-02-14 17:21:00,Ios,US,influencer,0,3,3.0,26.0,0.0,2
1730,2026-01-07 00:47:00,Android,IN,influencer,0,1,2.0,8.0,0.0,0
1731,2026-02-05 18:20:00,Android,IN,cross_promo,0,2,1.0,26.0,0.0,0
1732,2026-01-30 16:10:00,Android,IN,paid_social,0,3,1.0,34.0,0.0,0
1733,2026-02-18 23:10:00,Android,IN,organic,0,2,2.0,19.0,0.0,0
1734,2026-01-01 08:56:00,Ios,IN,influencer,0,1,0.0,10.0,0.0,0
1735,2026-02-16 14:21:00,Ios,US,organic,0,5,4.0,77.0,0.0,1
1736,2026-01-15 03:52:00,Android,JP,organic,0,6,1.0,79.0,0.0,108
1737,2026-02-28 14:29:00,Android,IN,influencer,0,6,5.0,74.0,0.0,2
1738,2026-01-19 13:41:00,Web,FR,organic,0,4,3.0,47.0,0.0,0
1739,2026-01-15 09:37:00,Ios,GB,organic,1,14,9.0,165.0,15.82,105
1740,2026-02-28 19:47:00,Android,FR,influencer,0,6,4.0,96.0,0.0,15
1741,2026-01-29 08:47:00,Ios,GB,organic,0,6,0.0,76.0,0.0,1
1742,2026-02-08 19:52:00,Android,IN,cross_promo,0,1,0.0,7.0,0.0,0
1743,2026-03-14 00:29:00,Ios,GB,organic,0,6,3.0,69.0,0.0,2
1744,2026-01-05 16:11:00,Android,BR,influencer,0,2,1.0,5.0,0.0,0
1745,2026-01-07 12:58:00,Ios,IN,organic,0,2,1.0,26.0,0.0,0
1746,2026-03-07 00:09:00,Web,US,organic,0,2,0.0,12.0,0.0,0
1747,2026-02-22 00:45:00,Android,US,organic,0,5,5.0,48.0,0.0,2
1748,2026-03-03 18:20:00,Ios,US,cross_promo,0,1,4.0,11.0,0.0,0
1749,2026-02-12 06:47:00,Ios,IN,organic,0,3,1.0,47.0,0.0,119
1750,2026-02-08 08:46:00,Ios,FR,organic,0,2,2.0,12.0,0.0,0
1751,2026-01-19 01:14:00,Ios,IN,organic,0,1,0.0,5.0,0.0,0
1752,2026-02-12 00:31:00,Android,DE,organic,0,5,6.0,74.0,0.0,93
1753,2026-02-23 06:39:00,Ios,US,organic,1,3,1.0,24.0,5.28,1
1754,2026-02-09 23:10:00,Android,BR,unknown,0,8,4.0,84.0,0.0,5
1755,2026-02-18 23:18:00,Android,TR,organic,0,5,8.0,59.0,0.0,1
1756,2026-01-19 16:11:00,Android,JP,paid_social,1,10,13.0,113.0,15.83,101
1757,2026-01-03 16:32:00,Ios,DE,influencer,0,1,0.0,16.0,0.0,0
1758,2026-03-16 03:09:00,Android,DE,organic,0,2,0.0,20.0,0.0,0
1759,2026-02-13 18:51:00,Ios,US,influencer,0,2,1.0,35.0,0.0,0
1760,2026-01-03 17:41:00,Ios,BR,organic,0,1,0.0,6.0,0.0,0
1761,2026-03-26 05:49:00,Android,US,unknown,0,6,5.0,93.0,0.0,2
1762,2026-01-22 04:31:00,Ios,US,organic,0,1,0.0,9.0,0.0,0
1763,2026-01-24 06:11:00,Android,US,cross_promo,0,2,0.0,31.0,0.0,0
1764,2026-01-20 22:14:00,Ios,IN,cross_promo,0,1,4.0,17.0,0.0,0
1765,2026-03-03 01:38:00,Android,DE,organic,0,7,5.0,89.0,0.0,11
1766,2026-02-22 22:34:00,Android,GB,influencer,0,2,0.0,20.0,0.0,0
1767,2026-03-15 04:41:00,Web,GB,paid_social,0,1,4.0,19.0,0.0,0
1768,2026-01-04 16:44:00,Android,IN,influencer,0,8,5.0,144.0,0.0,109
1769,2026-03-18 15:18:00,Android,TR,organic,0,5,5.0,41.0,0.0,2
1770,2026-01-16 17:40:00,Ios,DE,influencer,0,3,3.0,27.0,0.0,0
1771,2026-01-05 11:27:00,Ios,BR,organic,0,1,4.0,16.0,0.0,0
1772,2026-02-01 23:26:00,Web,US,unknown,1,2,1.0,27.0,2.7,0
1773,2026-03-16 03:08:00,Android,GB,organic,0,1,1.0,17.0,0.0,0
1774,2026-02-11 21:57:00,Ios,US,cross_promo,0,8,5.0,106.0,0.0,4
1775,2026-01-20 19:41:00,Android,IN,paid_social,0,9,6.0,146.0,0.0,114
1776,2026-03-07 17:27:00,Ios,US,organic,1,15,9.0,252.0,15.82,75
1777,2026-01-27 07:55:00,Android,GB,organic,0,1,2.0,8.0,0.0,0
1778,2026-02-27 22:32:00,Android,IN,paid_social,0,10,12.0,131.0,0.0,5
1779,2026-01-13 15:10:00,Ios,IN,cross_promo,0,4,9.0,43.0,0.0,3
1780,2026-02-01 11:31:00,Android,US,organic,0,4,0.0,32.0,0.0,0
1781,2026-03-28 21:03:00,Android,FR,cross_promo,0,2,0.0,10.0,0.0,0
1782,2026-02-19 07:29:00,Android,BR,organic,0,3,1.0,34.0,0.0,0
1783,2026-03-26 02:25:00,Android,BR,organic,0,2,0.0,22.0,0.0,0
1784,2026-02-27 21:34:00,Android,FR,influencer,0,1,0.0,9.0,0.0,0
1785,2026-02-17 11:00:00,Ios,BR,organic,0,2,0.0,14.0,0.0,0
1786,2026-02-02 05:27:00,Android,BR,organic,0,3,0.0,32.0,0.0,0
1787,2026-02-08 16:51:00,Android,IN,unknown,0,2,0.0,23.0,0.0,0
1788,2026-02-10 12:08:00,Web,GB,influencer,0,7,5.0,82.0,0.0,3
1789,2026-01-18 12:28:00,Ios,BR,organic,0,1,2.0,10.0,0.0,0
1790,2026-03-04 19:38:00,Ios,IN,organic,0,5,13.0,72.0,0.0,3
1791,2026-03-07 15:50:00,Android,TR,organic,0,10,5.0,176.0,0.0,110
1792,2026-03-11 20:26:00,Ios,US,influencer,0,3,2.0,22.0,0.0,0
1793,2026-01-22 11:06:00,Ios,US,influencer,0,12,8.0,144.0,0.0,90
1794,2026-02-27 01:08:00,Web,IN,organic,0,4,4.0,48.0,0.0,1
1795,2026-01-01 19:15:00,Ios,IN,influencer,0,8,8.0,110.0,0.0,94
1796,2026-02-21 13:24:00,Android,BR,organic,0,2,3.0,30.0,0.0,0
1797,2026-01-11 09:49:00,Ios,IN,influencer,0,3,3.0,36.0,0.0,0
1798,2026-01-27 12:59:00,Android,FR,organic,0,5,3.0,44.0,0.0,8
1799,2026-02-04 22:18:00,Ios,US,cross_promo,0,5,6.0,33.0,0.0,7
1800,2026-02-21 03:18:00,Android,BR,organic,0,2,2.0,14.0,0.0,0
1801,2026-03-22 19:01:00,Android,US,organic,0,1,4.0,16.0,0.0,0
1802,2026-03-06 07:32:00,Ios,DE,influencer,1,12,2.0,147.0,10.56,6
1803,2026-03-30 11:35:00,Ios,IN,organic,0,2,2.0,21.0,0.0,0
1804,2026-01-16 10:52:00,Android,FR,organic,0,9,3.0,133.0,0.0,110
1805,2026-03-11 02:58:00,Ios,GB,paid_social,0,9,7.0,132.0,0.0,90
1806,2026-03-13 22:09:00,Ios,JP,organic,0,10,4.0,127.0,0.0,5
1807,2026-03-08 11:53:00,Ios,JP,paid_social,0,5,6.0,56.0,0.0,5
1808,2026-03-23 23:04:00,Web,GB,paid_social,1,15,11.0,267.0,24.38,103
1809,2026-03-07 09:47:00,Android,IN,organic,0,7,1.0,94.0,0.0,117
1810,2026-03-29 07:59:00,Ios,GB,organic,0,2,2.0,22.0,0.0,115
1811,2026-02-03 14:00:00,Ios,DE,organic,0,6,8.0,90.0,0.0,108
1812,2026-01-09 16:54:00,Ios,IN,paid_social,0,2,4.0,2.0,0.0,0
1813,2026-03-30 00:56:00,Ios,US,organic,0,1,2.0,8.0,0.0,0
1814,2026-01-11 15:13:00,Android,GB,organic,0,5,0.0,58.0,0.0,0
1815,2026-03-06 12:14:00,Android,JP,organic,0,2,0.0,29.0,0.0,0
1816,2026-03-24 16:04:00,Android,DE,paid_social,0,2,0.0,35.0,0.0,0
1817,2026-01-21 11:42:00,Ios,GB,organic,0,6,4.0,72.0,0.0,7
1818,2026-01-28 06:17:00,Ios,US,organic,0,2,0.0,14.0,0.0,0
1819,2026-02-18 10:22:00,Android,DE,organic,0,2,0.0,31.0,0.0,88
1820,2026-01-29 11:56:00,Android,TR,paid_social,0,9,3.0,154.0,0.0,115
1821,2026-02-18 21:32:00,Ios,TR,organic,0,1,0.0,16.0,0.0,0
1822,2026-03-19 03:22:00,Android,GB,organic,0,7,6.0,69.0,0.0,4
1823,2026-03-24 20:44:00,Ios,IN,organic,0,3,3.0,34.0,0.0,1
1824,2026-01-23 22:09:00,Android,JP,influencer,0,12,7.0,149.0,0.0,118
1825,2026-01-23 09:02:00,Ios,US,organic,1,12,5.0,112.0,10.11,11
1826,2026-01-11 01:08:00,Web,BR,organic,0,3,1.0,18.0,0.0,0
1827,2026-02-09 13:26:00,Android,BR,paid_social,0,12,6.0,152.0,0.0,8
1828,2026-03-09 06:08:00,Web,unknown,influencer,0,3,4.0,20.0,0.0,0
1829,2026-02-02 14:26:00,Ios,IN,organic,1,12,7.0,179.0,18.95,96
1830,2026-03-07 01:26:00,Android,DE,organic,0,6,4.0,35.0,0.0,3
1831,2026-03-24 14:27:00,Android,IN,influencer,0,7,4.0,82.0,0.0,2
1832,2026-02-16 05:11:00,Web,US,organic,0,5,6.0,60.0,0.0,2
1833,2026-02-02 09:43:00,Android,BR,organic,0,1,4.0,5.0,0.0,0
1834,2026-02-07 20:29:00,Android,JP,organic,0,2,0.0,34.0,0.0,0
1835,2026-02-20 21:22:00,Ios,JP,organic,1,5,0.0,65.0,30.35,105
1836,2026-03-29 23:17:00,Android,US,organic,0,1,2.0,9.0,0.0,0
1837,2026-01-11 10:03:00,Android,GB,organic,0,3,3.0,44.0,0.0,0
1838,2026-01-23 20:11:00,Ios,TR,paid_social,0,1,4.0,1.0,0.0,0
1839,2026-03-10 08:54:00,Android,BR,influencer,0,2,4.0,13.0,0.0,0
1840,2026-01-29 03:56:00,Android,US,paid_social,0,2,0.0,28.0,0.0,119
1841,2026-02-13 19:55:00,Ios,JP,unknown,0,1,0.0,11.0,0.0,0
1842,2026-03-19 00:58:00,Android,US,organic,0,2,4.0,17.0,0.0,0
1843,2026-02-19 07:27:00,Ios,US,organic,0,9,8.0,120.0,0.0,9
1844,2026-01-06 18:09:00,Android,US,organic,0,11,1.0,165.0,0.0,9
1845,2026-03-11 21:12:00,Android,BR,influencer,0,6,0.0,64.0,0.0,16
1846,2026-02-20 17:52:00,Ios,US,organic,1,2,0.0,9.0,11.4,119
1847,2026-02-09 03:56:00,Ios,US,paid_social,0,10,12.0,124.0,0.0,3
1848,2026-02-18 08:16:00,Web,DE,organic,0,9,8.0,130.0,0.0,2
1849,2026-01-26 05:15:00,Ios,US,organic,0,1,0.0,11.0,0.0,0
1850,2026-01-18 13:03:00,Web,DE,organic,0,11,2.0,197.0,0.0,116
1851,2026-02-18 01:50:00,Android,BR,organic,0,3,2.0,42.0,0.0,0
1852,2026-02-26 02:47:00,Ios,BR,organic,0,2,0.0,30.0,0.0,0
1853,2026-01-16 20:41:00,Android,GB,influencer,0,7,8.0,105.0,0.0,2
1854,2026-03-02 09:36:00,Android,US,organic,0,1,4.0,5.0,0.0,0
1855,2026-03-25 17:24:00,Android,IN,organic,0,1,1.0,5.0,0.0,0
1856,2026-03-03 05:41:00,Android,JP,unknown,0,5,12.0,80.0,0.0,6
1857,2026-01-08 00:06:00,Ios,IN,paid_social,0,7,10.0,119.0,0.0,111
1858,2026-01-24 18:37:00,Android,FR,unknown,0,2,0.0,20.0,0.0,103
1859,2026-01-12 16:47:00,Ios,TR,paid_social,0,1,2.0,16.0,0.0,0
1860,2026-03-19 12:05:00,Android,GB,unknown,0,1,3.0,11.0,0.0,0
1861,2026-02-09 14:22:00,Web,BR,organic,0,12,3.0,193.0,0.0,103
1862,2026-01-15 05:34:00,Ios,DE,paid_social,0,2,4.0,29.0,0.0,0
1863,2026-01-09 23:17:00,Android,JP,paid_social,0,9,4.0,116.0,0.0,2
1864,2026-02-09 21:22:00,Android,IN,organic,0,3,3.0,40.0,0.0,0
1865,2026-01-11 02:19:00,Ios,IN,organic,0,3,8.0,52.0,0.0,2
1866,2026-01-24 17:15:00,Android,US,organic,0,2,1.0,10.0,0.0,0
1867,2026-01-02 20:10:00,Ios,GB,organic,0,9,4.0,91.0,0.0,16
1868,2026-01-09 13:09:00,Android,TR,paid_social,0,1,2.0,11.0,0.0,0
1869,2026-03-11 21:59:00,Web,US,organic,0,1,0.0,11.0,0.0,0
1870,2026-01-25 04:58:00,Ios,US,organic,0,2,4.0,26.0,0.0,0
1871,2026-01-22 22:55:00,Web,BR,influencer,0,2,0.0,29.0,0.0,0
1872,2026-01-18 08:55:00,Ios,TR,organic,0,1,4.0,0.0,0.0,0
1873,2026-02-11 17:44:00,Ios,unknown,paid_social,0,1,3.0,1.0,0.0,0
1874,2026-03-29 18:53:00,Ios,US,organic,0,2,4.0,27.0,0.0,0
1875,2026-01-18 06:07:00,Android,IN,influencer,0,5,1.0,62.0,0.0,2
1876,2026-01-08 16:52:00,Android,US,organic,0,1,0.0,13.0,0.0,0
1877,2026-03-04 22:53:00,Android,IN,paid_social,0,11,5.0,163.0,0.0,17
1878,2026-03-15 06:49:00,Android,unknown,paid_social,0,2,1.0,7.0,0.0,0
1879,2026-02-18 04:40:00,Ios,GB,organic,0,5,0.0,60.0,0.0,1
1880,2026-01-30 21:11:00,Ios,BR,organic,0,3,4.0,29.0,0.0,0
1881,2026-02-16 19:59:00,Ios,IN,influencer,0,11,6.0,170.0,0.0,105
1882,2026-02-19 23:16:00,Web,GB,influencer,0,4,3.0,21.0,0.0,3
1883,2026-01-16 20:15:00,Ios,US,paid_social,0,2,0.0,20.0,0.0,0
1884,2026-03-08 21:37:00,Ios,IN,influencer,0,1,4.0,11.0,0.0,0
1885,2026-03-09 07:55:00,Ios,JP,influencer,0,2,0.0,43.0,0.0,110
1886,2026-02-15 05:42:00,Ios,GB,organic,0,2,4.0,18.0,0.0,0
1887,2026-01-09 04:22:00,Ios,BR,organic,0,6,5.0,61.0,0.0,8
1888,2026-03-24 15:49:00,Ios,IN,organic,0,11,10.0,135.0,0.0,10
1889,2026-02-02 04:57:00,Ios,JP,organic,0,9,6.0,109.0,0.0,3
1890,2026-02-24 15:59:00,Android,JP,cross_promo,0,3,4.0,21.0,0.0,2
1891,2026-03-12 07:34:00,Android,DE,organic,0,3,0.0,39.0,0.0,0
1892,2026-01-23 10:57:00,Android,JP,unknown,0,5,7.0,38.0,0.0,7
1893,2026-01-26 03:29:00,Android,US,paid_social,0,1,1.0,17.0,0.0,0
1894,2026-03-29 15:16:00,Android,BR,influencer,0,1,3.0,11.0,0.0,0
1895,2026-01-07 10:12:00,Ios,IN,paid_social,0,11,6.0,113.0,0.0,6
1896,2026-03-22 02:28:00,Android,GB,organic,0,1,4.0,14.0,0.0,0
1897,2026-02-27 19:59:00,Android,IN,organic,0,14,4.0,163.0,0.0,116
1898,2026-03-22 02:51:00,Android,US,cross_promo,0,7,6.0,111.0,0.0,111
1899,2026-03-10 08:52:00,Ios,unknown,organic,0,12,3.0,174.0,0.0,118
1900,2026-01-01 12:01:00,Android,FR,cross_promo,1,6,5.0,108.0,8.24,87
1901,2026-03-02 19:16:00,Ios,US,cross_promo,0,1,3.0,4.0,0.0,0
1902,2026-01-01 05:49:00,Android,IN,paid_social,0,4,7.0,44.0,0.0,2
1903,2026-01-25 20:39:00,Ios,IN,organic,0,2,3.0,17.0,0.0,0
1904,2026-03-27 21:55:00,Ios,IN,influencer,0,1,3.0,16.0,0.0,0
1905,2026-03-02 12:20:00,Ios,GB,cross_promo,0,8,7.0,33.0,0.0,14
1906,2026-02-16 04:44:00,Android,US,organic,0,8,7.0,102.0,0.0,1
1907,2026-03-10 18:07:00,Android,BR,organic,1,1,3.0,20.0,25.52,0
1908,2026-02-15 15:44:00,Web,DE,cross_promo,0,10,4.0,113.0,0.0,2
1909,2026-03-10 14:24:00,Ios,TR,paid_social,0,2,4.0,21.0,0.0,0
1910,2026-03-06 03:35:00,Ios,FR,organic,0,10,11.0,138.0,0.0,108
1911,2026-01-23 16:38:00,Web,FR,organic,0,1,3.0,4.0,0.0,0
1912,2026-01-20 01:56:00,Ios,IN,paid_social,0,12,9.0,157.0,0.0,5
1913,2026-02-10 03:12:00,Ios,BR,organic,0,9,0.0,150.0,0.0,3
1914,2026-03-24 10:24:00,Android,GB,cross_promo,0,1,0.0,5.0,0.0,0
1915,2026-01-28 19:39:00,Android,IN,influencer,0,2,1.0,9.0,0.0,0
1916,2026-03-31 12:51:00,Ios,IN,paid_social,0,1,0.0,4.0,0.0,0
1917,2026-03-06 09:39:00,Ios,US,organic,0,6,2.0,72.0,0.0,2
1918,2026-03-22 06:38:00,Android,DE,organic,0,7,7.0,103.0,0.0,14
1919,2026-02-17 21:47:00,Ios,FR,organic,0,3,4.0,31.0,0.0,0
1920,2026-01-18 12:04:00,Android,US,organic,0,4,4.0,51.0,0.0,2
1921,2026-01-22 15:37:00,Android,GB,paid_social,0,2,0.0,19.0,0.0,99
1922,2026-01-13 05:41:00,Ios,JP,cross_promo,0,1,1.0,10.0,0.0,0
1923,2026-02-06 12:28:00,Android,DE,organic,0,2,1.0,17.0,0.0,0
1924,2026-02-23 02:31:00,Ios,unknown,influencer,0,4,2.0,47.0,0.0,0
1925,2026-03-27 19:00:00,Ios,IN,organic,0,3,4.0,43.0,0.0,0
1926,2026-01-26 06:45:00,Android,IN,paid_social,0,10,1.0,205.0,0.0,117
1927,2026-03-06 03:01:00,Android,US,organic,0,1,4.0,1.0,0.0,0
1928,2026-02-23 05:44:00,Android,JP,organic,1,10,5.0,105.0,1.42,5
1929,2026-03-31 13:39:00,Android,JP,cross_promo,0,5,0.0,29.0,0.0,0
1930,2026-03-11 04:35:00,Ios,DE,organic,0,3,1.0,15.0,0.0,0
1931,2026-02-26 05:01:00,Ios,US,organic,0,1,2.0,12.0,0.0,0
1932,2026-01-23 16:33:00,Android,US,influencer,0,6,6.0,102.0,0.0,107
1933,2026-02-04 02:07:00,Ios,US,organic,0,1,0.0,11.0,0.0,0
1934,2026-02-23 03:00:00,Android,BR,influencer,0,4,4.0,38.0,0.0,1
1935,2026-02-27 08:22:00,Android,US,influencer,1,5,5.0,63.0,7.67,2
1936,2026-01-17 08:21:00,Ios,IN,organic,0,2,1.0,21.0,0.0,1
1937,2026-02-19 17:56:00,Ios,DE,organic,0,1,3.0,8.0,0.0,0
1938,2026-01-18 03:26:00,Ios,GB,cross_promo,0,5,7.0,58.0,0.0,2
1939,2026-02-05 20:49:00,Ios,US,organic,0,4,1.0,49.0,0.0,2
1940,2026-03-23 18:56:00,Android,US,influencer,0,6,4.0,78.0,0.0,9
1941,2026-02-09 13:35:00,Ios,IN,paid_social,0,5,3.0,101.0,0.0,118
1942,2026-01-15 19:56:00,Android,US,organic,0,2,0.0,18.0,0.0,0
1943,2026-03-09 11:55:00,Ios,BR,paid_social,0,6,1.0,38.0,0.0,14
1944,2026-03-08 04:53:00,Ios,US,unknown,0,1,0.0,15.0,0.0,0
1945,2026-03-03 05:00:00,Android,DE,organic,0,11,9.0,160.0,0.0,102
1946,2026-01-04 18:15:00,Ios,BR,influencer,0,1,0.0,4.0,0.0,0
1947,2026-01-11 09:37:00,Android,IN,organic,0,4,4.0,52.0,0.0,1
1948,2026-03-05 23:56:00,Ios,US,cross_promo,0,1,1.0,19.0,0.0,0
1949,2026-02-04 15:34:00,Android,GB,organic,0,2,3.0,24.0,0.0,0
1950,2026-03-24 13:33:00,Android,US,organic,0,1,3.0,7.0,0.0,0
1951,2026-02-09 18:22:00,Web,TR,influencer,0,10,8.0,114.0,0.0,23
1952,2026-02-23 14:14:00,Android,DE,organic,0,1,0.0,4.0,0.0,0
1953,2026-03-10 13:02:00,Ios,GB,organic,0,1,1.0,10.0,0.0,0
1954,2026-02-02 00:25:00,Ios,IN,cross_promo,0,8,6.0,110.0,0.0,10
1955,2026-01-18 06:04:00,Ios,US,paid_social,0,2,3.0,11.0,0.0,0
1956,2026-02-26 19:04:00,Android,BR,paid_social,0,4,4.0,37.0,0.0,0
1957,2026-02-15 02:50:00,Ios,IN,organic,0,2,4.0,23.0,0.0,0
1958,2026-03-16 23:19:00,Ios,JP,paid_social,0,2,2.0,23.0,0.0,0
1959,2026-03-10 22:11:00,Android,BR,organic,0,2,0.0,20.0,0.0,0
1960,2026-01-20 19:35:00,Ios,FR,organic,0,1,1.0,9.0,0.0,0
1961,2026-03-09 23:31:00,Ios,US,cross_promo,0,1,1.0,16.0,0.0,0
1962,2026-01-28 17:03:00,Android,US,paid_social,0,7,5.0,91.0,0.0,10
1963,2026-02-03 22:02:00,Ios,IN,unknown,0,3,2.0,37.0,0.0,0
1964,2026-02-13 03:27:00,Ios,DE,organic,0,1,0.0,9.0,0.0,0
1965,2026-02-27 13:48:00,Android,IN,paid_social,0,7,7.0,67.0,0.0,2
1966,2026-03-24 12:03:00,Ios,US,paid_social,0,5,6.0,60.0,0.0,2
1967,2026-01-11 05:45:00,Ios,IN,organic,0,8,5.0,102.0,0.0,117
1968,2026-02-01 01:45:00,Android,GB,paid_social,0,1,4.0,8.0,0.0,0
1969,2026-01-13 02:22:00,Ios,DE,paid_social,0,1,0.0,15.0,0.0,0
1970,2026-02-03 18:35:00,Ios,IN,paid_social,0,2,1.0,5.0,0.0,0
1971,2026-01-20 10:52:00,Android,IN,organic,0,7,7.0,66.0,0.0,15
1972,2026-02-22 18:40:00,Web,BR,paid_social,0,5,4.0,54.0,0.0,9
1973,2026-03-27 07:06:00,Ios,IN,organic,0,4,3.0,57.0,0.0,9
1974,2026-02-06 04:27:00,Ios,IN,cross_promo,0,5,4.0,62.0,0.0,2
1975,2026-01-16 08:26:00,Ios,US,paid_social,0,3,2.0,23.0,0.0,1
1976,2026-01-27 00:36:00,Android,US,organic,0,12,2.0,195.0,0.0,95
1977,2026-01-15 11:36:00,Ios,US,organic,0,3,2.0,38.0,0.0,0
1978,2026-03-31 07:32:00,Android,US,organic,0,9,2.0,116.0,0.0,15
1979,2026-03-19 15:08:00,Android,FR,organic,0,6,7.0,100.0,0.0,98
1980,2026-02-12 05:40:00,Ios,IN,organic,0,2,5.0,18.0,0.0,1
1981,2026-03-15 22:49:00,Ios,US,organic,0,3,2.0,18.0,0.0,0
1982,2026-01-22 13:28:00,Android,FR,organic,0,8,5.0,134.0,0.0,119
1983,2026-01-08 11:23:00,Android,US,organic,0,1,2.0,12.0,0.0,0
1984,2026-01-28 20:45:00,Web,JP,paid_social,0,4,4.0,51.0,0.0,1
1985,2026-03-27 16:04:00,Web,TR,organic,0,8,15.0,84.0,0.0,3
1986,2026-03-03 15:36:00,Ios,GB,paid_social,0,4,2.0,59.0,0.0,1
1987,2026-02-11 04:39:00,Ios,US,organic,0,2,0.0,16.0,0.0,97
1988,2026-02-13 01:24:00,Android,US,organic,0,3,0.0,26.0,0.0,109
1989,2026-02-04 21:58:00,Android,BR,organic,0,2,0.0,41.0,0.0,0
1990,2026-03-07 05:50:00,Android,US,cross_promo,0,7,2.0,45.0,0.0,3
1991,2026-02-03 06:06:00,Android,TR,organic,0,1,1.0,5.0,0.0,0
1992,2026-03-06 15:22:00,Android,IN,organic,0,9,9.0,116.0,0.0,14
1993,2026-02-02 02:19:00,Ios,DE,influencer,0,2,0.0,32.0,0.0,118
1994,2026-02-18 16:46:00,Web,TR,paid_social,1,8,9.0,128.0,39.2,118
1995,2026-01-10 11:11:00,Android,DE,paid_social,0,7,8.0,77.0,0.0,104
1996,2026-01-04 14:28:00,Web,BR,influencer,0,10,9.0,142.0,0.0,116
1997,2026-03-09 09:43:00,Android,BR,organic,0,2,2.0,18.0,0.0,0
1998,2026-03-05 12:17:00,Android,BR,organic,0,1,2.0,22.0,0.0,0
1999,2026-03-27 23:28:00,Web,DE,influencer,0,4,3.0,52.0,0.0,0
2000,2026-02-16 19:44:00,Web,GB,organic,0,1,2.0,22.0,0.0,0
2001,2026-03-20 06:58:00,Ios,JP,organic,0,5,2.0,67.0,0.0,0
2002,2026-01-30 15:09:00,Ios,US,organic,0,2,0.0,24.0,0.0,0
2003,2026-01-15 14:46:00,Ios,DE,paid_social,0,7,13.0,83.0,0.0,6
2004,2026-01-22 08:24:00,Web,US,influencer,0,6,7.0,63.0,0.0,114
2005,2026-01-06 13:38:00,Ios,DE,organic,1,3,1.0,41.0,12.26,0
2006,2026-02-11 01:56:00,Ios,BR,organic,0,8,4.0,88.0,0.0,2
2007,2026-03-01 06:06:00,Ios,GB,paid_social,0,7,2.0,105.0,0.0,7
2008,2026-01-09 07:21:00,Web,TR,paid_social,0,2,4.0,31.0,0.0,0
2009,2026-02-14 16:35:00,Android,US,organic,0,1,0.0,16.0,0.0,0
2010,2026-02-01 11:14:00,Android,BR,organic,0,2,1.0,26.0,0.0,0
2011,2026-03-19 09:38:00,Ios,US,cross_promo,0,3,1.0,58.0,0.0,0
2012,2026-03-19 15:19:00,Android,US,organic,0,5,3.0,66.0,0.0,1
2013,2026-02-15 14:09:00,Ios,US,influencer,0,3,0.0,48.0,0.0,113
2014,2026-01-07 04:35:00,Web,US,influencer,0,5,5.0,79.0,0.0,4
2015,2026-03-04 11:05:00,Android,TR,paid_social,1,11,4.0,144.0,9.7,119
2016,2026-01-20 12:51:00,Ios,US,organic,0,1,4.0,8.0,0.0,0
2017,2026-01-19 11:05:00,Ios,FR,influencer,0,7,4.0,70.0,0.0,5
